CAR_ID,品牌系列,车型名称,厂商指导价(元),经销商报价,厂商,级别,能源类型,环保标准,上市时间,最大功率(kW),最大扭矩(N·m),变速箱,车身结构,发动机,长*宽*高(mm),官方0-100km/h加速(s),最高车速(km/h),WLTC综合油耗(L/100km),整车质保,整备质量(kg),最大满载质量(kg),官方0-50km/h加速(s),WLTC纯电续航里程(km),电池快充时间(小时),电池慢充时间(小时),电池快充电量范围(%),电池慢充电量范围(%),电动机(Ps),最低荷电状态油耗(L/100km)WLTC,电能当量燃料消耗量(L/100km),CLTC纯电续航里程(km),最低荷电状态油耗(L/100km),油电综合燃料消耗量(L/100km),NEDC综合油耗(L/100km),NEDC纯电续航里程(km),实测0-100km/h加速(s),实测100-0km/h制动(m),实测油耗(L/100km),实测续航里程(km),最低荷电状态油耗(L/100km)NEDC,实测快充时间(小时),实测最低荷电状态油耗(L/100km),实测平均电耗(kWh/100km),实测电池快充电量范围(%),准拖挂车总质量(kg),首任车主质保政策,最低荷电状态油耗(L/100km)CLTC,官方100-0km/h制动(m)
71678,秦L,秦L 2024款 DM-i 120KM领先型,11.98万,暂无报价,比亚迪,中型车,插电式混合动力,国VI,2024.05,,,E-CVT无级变速,4门5座三厢车,1.5L 101马力 L4,4830*1900*1495,7.5,180,1.11,(标配)六年或15万公里,1775,2150,,90,0.42,2.5,30-80,15-100,218,3.98,1.54,120,,,,,,,,,3.08,,,,,,,,
66645,秦L,秦L 2024款 DM-i 120KM超越型,12.98万,暂无报价,比亚迪,中型车,插电式混合动力,国VI,2024.05,,,E-CVT无级变速,4门5座三厢车,1.5L 101马力 L4,4830*1900*1495,7.5,180,1.11,(标配)六年或15万公里,1775,2150,,90,0.42,2.5,30-80,15-100,218,3.98,1.54,120,,,,,,,,,3.08,,,,,,,,
71532,秦L,秦L 2024款 DM-i 120KM卓越型,13.98万,暂无报价,比亚迪,中型车,插电式混合动力,国VI,2024.05,,,E-CVT无级变速,4门5座三厢车,1.5L 101马力 L4,4830*1900*1495,7.5,180,1.11,(标配)六年或15万公里,1775,2150,,90,0.42,2.5,30-80,15-100,218,3.98,1.54,120,,,,,,,,,3.08,,,,,,,,
66750,秦PLUS,秦PLUS 2025款 DM-i 智驾版 55KM领先型,7.98万,暂无报价,比亚迪,紧凑型车,插电式混合动力,国VI,2025.02,,,E-CVT无级变速,4门5座三厢车,1.5L 101马力 L4,4780*1837*1515,7.6,180,1.74,(标配)六年或15万公里,1480,1855,,43,,,,,163,3.90,,55,,3.03,,,,,,,2.93,,,,,,,,
72524,秦PLUS,秦PLUS 2025款 DM-i 智驾版 55KM超越型,9.38万,暂无报价,比亚迪,紧凑型车,插电式混合动力,国VI,2025.02,,,E-CVT无级变速,4门5座三厢车,1.5L 101马力 L4,4780*1837*1515,7.6,180,1.74,(标配)六年或15万公里,1480,1855,,43,,,,,163,3.90,,55,,3.03,,,,,,,2.93,,,,,,,,
66746,秦PLUS,秦PLUS 2025款 DM-i 智驾版 120KM超越型,10.38万,暂无报价,比亚迪,紧凑型车,插电式混合动力,国VI,2025.02,,,E-CVT无级变速,4门5座三厢车,1.5L 101马力 L4,4780*1837*1515,7.6,180,1.11,(标配)六年或15万公里,1580,1955,,90,,,,,163,3.98,,120,,2.69,,,,,,,3.08,,,,,,,,
66751,秦PLUS,秦PLUS 2025款 EV 智驾版 420KM领先型,10.98万,暂无报价,比亚迪,紧凑型车,纯电动,,2025.02,100,180,电动车单速变速箱,4门5座三厢车,纯电动,4795*1837*1515,,150,,(标配)六年或15万公里,1548,1923,5.5,,0.5,,30-80,,136,,1.35,420,,,,,,,,,,,,,,,,,
66747,秦PLUS,秦PLUS 2025款 EV 智驾版 510KM领先型,11.98万,暂无报价,比亚迪,紧凑型车,纯电动,,2025.02,100,180,电动车单速变速箱,4门5座三厢车,纯电动,4795*1837*1515,,150,,(标配)六年或15万公里,1614,1989,5.5,,0.5,,30-80,,136,,1.38,510,,,,,,,,,,,,,,,,,
65656,秦PLUS,秦PLUS 2025款 EV 智驾版 510KM超越型,12.98万,暂无报价,比亚迪,紧凑型车,纯电动,,2025.02,100,180,电动车单速变速箱,4门5座三厢车,纯电动,4795*1837*1515,,150,,(标配)六年或15万公里,1614,1989,5.5,,0.5,,30-80,,136,,1.38,510,,,,,,,,,,,,,,,,,
71504,秦PLUS,秦PLUS 2025款 EV 智驾版 510KM领航版,15.28万,暂无报价,比亚迪,紧凑型车,纯电动,,2025.04,100,180,电动车单速变速箱,4门5座三厢车,纯电动,4795*1837*1515,,150,,(标配)六年或15万公里,1614,1989,5.5,,0.5,,30-80,,136,,1.38,510,,,,,,,,,,,,,,,,,
71686,秦PLUS,秦PLUS 2025款 EV 510KM 标准版,17.38万,暂无报价,比亚迪,紧凑型车,纯电动,,2025.03,100,180,电动车单速变速箱,4门5座三厢车,纯电动,4765*1837*1515,,130,,(标配)一年或10万公里,,,,,0.5,,30-80,,136,,,510,,,,,,,,,,,,,,,,,
67266,秦PLUS,秦PLUS 2025款 EV 510KM 畅行版,17.98万,暂无报价,比亚迪,紧凑型车,纯电动,,2025.04,100,180,电动车单速变速箱,4门5座三厢车,纯电动,4765*1837*1515,,130,,,,,,,0.5,,30-80,,136,,,510,,,,,,,,,,,,,,,,,
72442,秦PLUS,秦PLUS 2024款 荣耀版 DM-i 55KM领先型,7.98万,暂无报价,比亚迪,紧凑型车,插电式混合动力,国VI,2024.02,,,E-CVT无级变速,4门5座三厢车,1.5L 110马力 L4,4765*1837*1495,7.9,185,2.17,(标配)六年或15万公里,1500,1875,,46,,,,,180,4.6,1.29,,,,,55,,,,,3.8,,,,,,,,
63012,秦PLUS,秦PLUS 2024款 荣耀版 DM-i 55KM超越型,9.58万,暂无报价,比亚迪,紧凑型车,插电式混合动力,国VI,2024.02,,,E-CVT无级变速,4门5座三厢车,1.5L 110马力 L4,4765*1837*1495,7.9,185,2.17,(标配)六年或15万公里,1500,1875,,46,,,,,180,4.6,1.29,,,,,55,,,,,3.8,,,,,,,,
71689,秦PLUS,秦PLUS 2024款 荣耀版 DM-i 120KM领先型,10.58万,暂无报价,比亚迪,紧凑型车,插电式混合动力,国VI,2024.02,,,E-CVT无级变速,4门5座三厢车,1.5L 110马力 L4,4765*1837*1495,7.3,185,1.58,(标配)六年或15万公里,1620,1995,,101,,,,,197,4.6,1.64,,,,,120,,,,,3.8,,,,,,,,
66745,秦PLUS,秦PLUS 2024款  荣耀版 DM-i 120KM超越型,11.58万,暂无报价,比亚迪,紧凑型车,插电式混合动力,国VI,2024.02,,,E-CVT无级变速,4门5座三厢车,1.5L 110马力 L4,4765*1837*1495,7.3,185,1.58,(标配)六年或15万公里,1620,1995,,101,,,,,197,4.6,1.64,,,,,120,,,,,3.8,,,,,,,,
66743,秦PLUS,秦PLUS 2024款 荣耀版 DM-i 120KM卓越型,12.58万,暂无报价,比亚迪,紧凑型车,插电式混合动力,国VI,2024.02,,,E-CVT无级变速,4门5座三厢车,1.5L 110马力 L4,4765*1837*1495,7.3,185,1.58,(标配)六年或15万公里,1620,1995,,101,,,,,197,4.6,1.64,,,,,120,,,,,3.8,,,,,,,,
51966,秦PLUS,秦PLUS 2024款 DM-i 120KM领航荣耀版,14.28万,暂无报价,比亚迪,紧凑型车,插电式混合动力,国VI,2024.03,,,E-CVT无级变速,4门5座三厢车,1.5L 110马力 L4,4765*1837*1495,7.3,185,1.58,,1620,1995,,101,,,,,197,,1.64,,4.6,,,120,,,,,,,,,,,,,
71688,秦PLUS,秦PLUS 2024款 荣耀版 EV 420KM领先型,10.98万,暂无报价,比亚迪,紧凑型车,纯电动,,2024.02,100,180,电动车单速变速箱,4门5座三厢车,纯电动,4765*1837*1515,,130,,(标配)六年或15万公里,1586,1961,5.5,,0.5,,30-80,,136,,1.31,420,,,,,,,,,,,,,,,,,
66744,秦PLUS,秦PLUS 2024款 荣耀版 EV 420KM超越型,11.68万,暂无报价,比亚迪,紧凑型车,纯电动,,2024.02,100,180,电动车单速变速箱,4门5座三厢车,纯电动,4765*1837*1515,,130,,(标配)六年或15万公里,1586,1961,5.5,,0.5,,30-80,,136,,1.31,420,,,,,,,,,,,,,,,,,
66748,秦PLUS,秦PLUS 2024款 荣耀版 EV 510KM领先型,11.98万,暂无报价,比亚迪,紧凑型车,纯电动,,2024.02,100,180,电动车单速变速箱,4门5座三厢车,纯电动,4765*1837*1515,,130,,(标配)六年或15万公里,1657,2032,5.5,,0.5,,30-80,,136,,1.35,510,,,,,,,,,,,,,,,,,
66733,秦PLUS,秦PLUS 2024款 荣耀版 EV 510KM超越型,12.98万,暂无报价,比亚迪,紧凑型车,纯电动,,2024.02,100,180,电动车单速变速箱,4门5座三厢车,纯电动,4765*1837*1515,,130,,(标配)六年或15万公里,1657,2032,5.5,,0.5,,30-80,,136,,1.35,510,,,,,,,,,,,,,,,,,
71685,秦PLUS,秦PLUS 2024款 荣耀版 EV 510KM卓越型,13.98万,暂无报价,比亚迪,紧凑型车,纯电动,,2024.02,100,180,电动车单速变速箱,4门5座三厢车,纯电动,4765*1837*1515,,130,,(标配)六年或15万公里,1657,2032,5.5,,0.5,,30-80,,136,,1.35,510,,,,,,,,,,,,,,,,,
66749,秦PLUS,秦PLUS 2023款 EV 510KM 出行版,17.58万,暂无报价,比亚迪,紧凑型车,纯电动,,2023.11,100,180,电动车单速变速箱,4门5座三厢车,纯电动,4765*1837*1515,,130,,,1657,2032,,,0.5,,30-80,,136,,,510,,,,,,,,,,,,,,,,,
72103,秦PLUS,秦PLUS 2021款 EV 420KM 出行版,17.58万,暂无报价,比亚迪,紧凑型车,纯电动,,2021.06,100,180,电动车单速变速箱,4门5座三厢车,纯电动,4765*1837*1515,,130,,,1580,1955,,,0.5,,30-80,,136,,,420,,,,,,,,,,,,,,,,,
71687,秦PLUS,秦PLUS 2021款 EV 510KM 出行版,17.98万,暂无报价,比亚迪,紧凑型车,纯电动,,2021.04,100,180,电动车单速变速箱,4门5座三厢车,纯电动,4765*1837*1515,,130,,(标配)一年或10万公里,1650,2025,,,0.5,,30-80,,136,,,510,,,,,,,,,,,,,,,,,
69070,海鸥,海鸥 2025款 305km 活力版,6.98万,暂无报价,比亚迪,小型车,纯电动,,2024.08,55,135,,5门4座两厢车,,3780*1715*1540,,130,,(标配)六年或15万公里,1160,1460,4.9,,0.5,,30-80,,75,,1.12,305,,,,,13.22,40.31,,319.6,,0.98,,,,,,,
69068,海鸥,海鸥 2025款 305km 自由版,7.58万,暂无报价,比亚迪,小型车,纯电动,,2024.08,55,135,,5门4座两厢车,,3780*1715*1540,,130,,(标配)六年或15万公里,1160,1460,4.9,,0.5,,30-80,,75,,1.12,305,,,,,,,,,,,,,,,,,
71691,海鸥,海鸥 2025款 405km 飞翔版,8.58万,暂无报价,比亚迪,小型车,纯电动,,2024.08,55,135,,5门4座两厢车,,3780*1715*1540,,130,,(标配)六年或15万公里,1240,1540,4.9,,0.5,,30-80,,75,,1.14,405,,,,,14.59,43.49,,372.9,,0.62,,,,,,,
71065,海鸥,海鸥 2025款 智驾版 305km 活力版,6.98万,暂无报价,比亚迪,小型车,纯电动,,2025.02,55,135,,5门4座两厢车,,3780*1715*1540,,130,,(标配)六年或15万公里,1160,1460,4.9,,0.5,,30-80,,75,,1.15,305,,,,,,,,,,,,,,,,,
69069,海鸥,海鸥 2025款 智驾版 305km 自由版,7.88万,暂无报价,比亚迪,小型车,纯电动,,2025.02,55,135,,5门4座两厢车,,3780*1715*1540,,130,,(标配)六年或15万公里,1160,1460,4.9,,0.5,,30-80,,75,,1.15,305,,,,,,,,,,,,,,,,,
71690,海鸥,海鸥 2025款 智驾版 405km 飞翔版,8.58万,暂无报价,比亚迪,小型车,纯电动,,2025.02,55,135,,5门4座两厢车,,3780*1715*1540,,130,,(标配)六年或15万公里,1240,1540,4.9,,0.5,,30-80,,75,,1.17,405,,,,,,,,,,,,,,,,,
71292,汉L,汉L 2025款 EV 701KM激光雷达尊享型,21.98万,暂无报价,比亚迪,中大型车,纯电动,,2025.04,500,420,电动车单速变速箱,4门5座三厢车,纯电动,5050*1960*1505,5.5,240,,(标配)六年或15万公里,2283,2733,,,0.1,,10-70,,680,,1.59,701,,,,,,,,,,,,,,,,,
71392,汉L,汉L 2025款 EV 701KM激光雷达旗舰型,23.98万,暂无报价,比亚迪,中大型车,纯电动,,2025.04,500,420,电动车单速变速箱,4门5座三厢车,纯电动,5050*1960*1505,5.5,240,,(标配)六年或15万公里,2283,2733,,,0.1,,10-70,,680,,1.59,701,,,,,,,,,,,,,,,,,
72523,汉L,汉L 2025款 EV 四驱激光雷达旗舰型,27.98万,暂无报价,比亚迪,中大型车,纯电动,,2025.04,810,860,电动车单速变速箱,4门5座三厢车,纯电动,5050*1960*1505,2.7,270,,(标配)六年或15万公里,2466,2916,,,0.1,,10-70,,1102,,1.86,601,,,,,,,,,,,,,,,,,
71393,汉L,汉L 2025款 DM-i 200KM激光雷达尊享型,20.98万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2025.04,,,E-CVT无级变速,4门5座三厢车,1.5T 156马力 L4,5050*1960*1505,6.9,200,0.71,(标配)六年或15万公里,2095,2545,,170,,,,,272,5,,200,,2.67,,,,,,,3.9,,,,,,,,
71435,汉L,汉L 2025款 DM-i 200KM激光雷达旗舰型,22.98万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2025.04,,,E-CVT无级变速,4门5座三厢车,1.5T 156马力 L4,5050*1960*1505,6.9,200,0.71,(标配)六年或15万公里,2095,2545,,170,,,,,272,5,,200,,2.67,,,,,,,3.9,,,,,,,,
72209,汉L,汉L 2025款 DM-p 四驱激光雷达旗舰型,25.98万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2025.04,,,E-CVT无级变速,4门5座三厢车,1.5T 156马力 L4,5050*1960*1505,3.9,200,0.89,(标配)六年或15万公里,2235,2685,,145,,,,,544,5.7,,180,,3.00,,,,,,,4.6,,,,,,,,
71703,汉,汉 2025款 EV 智驾版 605KM尊荣型,18.98万,暂无报价,比亚迪,中大型车,纯电动,,2025.02,168,350,电动车单速变速箱,4门5座三厢车,纯电动,4995*1910*1495,7.9,185,,(标配)六年或15万公里,2000,2375,,,0.42,,80,,228,,1.54,605,,,,,,,,,,,,,,,,,
69813,汉,汉 2025款 EV 智驾版 605KM领航版,21.88万,暂无报价,比亚迪,中大型车,纯电动,,2025.04,168,350,电动车单速变速箱,4门5座三厢车,纯电动,4995*1910*1495,7.9,185,,(标配)六年或15万公里,2000,2375,,,0.42,,80,,228,,1.54,605,,,,,,,,,,,,,,,,,
71707,汉,汉 2025款 EV 605KM尊贵型,19.58万,暂无报价,比亚迪,中大型车,纯电动,,2024.09,168,350,电动车单速变速箱,4门5座三厢车,纯电动,4995*1910*1495,7.9,185,,(标配)六年或15万公里,2000,2375,,,0.42,,80,,228,,1.54,605,,,,,,,,,,,,,,,,,
72515,汉,汉 2025款 EV 智驾版 701KM尊荣型,19.98万,暂无报价,比亚迪,中大型车,纯电动,,2025.02,180,350,电动车单速变速箱,4门5座三厢车,纯电动,4995*1910*1495,7.9,185,,(标配)六年或15万公里,2080,2455,,,0.5,,80,,245,,1.57,701,,,,,,,,,,,,,,,,,
71706,汉,汉 2025款 EV 智驾版 701KM激光雷达尊享型,21.98万,暂无报价,比亚迪,中大型车,纯电动,,2025.02,180,350,电动车单速变速箱,4门5座三厢车,纯电动,4995*1910*1495,7.9,185,,(标配)六年或15万公里,2080,2455,,,0.5,,80,,245,,1.57,701,,,,,,,,,,,,,,,,,
66906,汉,汉 2025款 EV 智驾版 701KM激光雷达旗舰型,23.58万,暂无报价,比亚迪,中大型车,纯电动,,2025.02,180,350,电动车单速变速箱,4门5座三厢车,纯电动,4995*1910*1495,7.9,185,,(标配)六年或15万公里,2080,2455,,,0.5,,80,,245,,1.57,701,,,,,,,,,,,,,,,,,
71591,汉,汉 2025款 EV 701KM尊享型,20.98万,暂无报价,比亚迪,中大型车,纯电动,,2024.09,180,350,电动车单速变速箱,4门5座三厢车,纯电动,4995*1910*1495,7.9,185,,(标配)六年或15万公里,2100,2475,,,0.5,,80,,245,,1.57,701,,,,,,,,,,,,,,,,,
71534,汉,汉 2025款 EV 701KM激光雷达智驾型,23.58万,暂无报价,比亚迪,中大型车,纯电动,,2024.09,180,350,电动车单速变速箱,4门5座三厢车,纯电动,4995*1910*1495,7.9,185,,(标配)六年或15万公里,2100,2475,,,0.5,,80,,245,,1.57,701,,,,,,,,,,,,,,,,,
45619,汉,汉 2025款 DM-i 智驾版 125KM舒适型,16.88万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2025.02,,,E-CVT无级变速,4门5座三厢车,1.5T 156马力 L4,4995*1910*1495,6.9,200,1.06,(标配)六年或15万公里,1910,2285,,,,,,,272,4.7,,125,,2.8,,,,,,,3.8,,,,,,,,
72514,汉,汉 2025款 DM-i 智驾版 125KM精英型,17.58万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2025.02,,,E-CVT无级变速,4门5座三厢车,1.5T 156马力 L4,4995*1910*1495,6.9,200,1.06,(标配)六年或15万公里,1910,2285,,,,,,,272,4.7,,125,,2.8,,,,,,,3.8,,,,,,,,
71705,汉,汉 2025款 DM-i 智驾版 125KM尊贵型,18.58万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2025.02,,,E-CVT无级变速,4门5座三厢车,1.5T 156马力 L4,4995*1910*1495,6.9,200,1.06,(标配)六年或15万公里,1910,2285,,,,,,,272,4.7,,125,,2.8,,,,,,,3.8,,,,,,,,
69817,汉,汉 2025款 DM-i 智驾版 125KM尊荣型,19.58万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2025.02,,,E-CVT无级变速,4门5座三厢车,1.5T 156马力 L4,4995*1910*1495,6.9,200,1.06,(标配)六年或15万公里,1910,2285,,,,,,,272,4.7,,125,,2.8,,,,,,,3.8,,,,,,,,
69816,汉,汉 2025款 DM-i 智驾版 125KM激光雷达旗舰型,22.58万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2025.02,,,E-CVT无级变速,4门5座三厢车,1.5T 156马力 L4,4995*1910*1495,6.9,200,1.06,(标配)六年或15万公里,1910,2285,,,,,,,272,4.7,,125,,2.8,,,,,,,3.8,,,,,,,,
69814,汉,汉 2025款 DM-i 智驾版 125KM领航版,19.98万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2025.04,,,E-CVT无级变速,4门5座三厢车,1.5T 156马力 L4,4995*1910*1495,6.9,200,1.06,(标配)六年或15万公里,1910,2285,,,,,,,272,4.7,,125,,2.8,,,,,,,3.8,,,,,,,,
69815,汉,汉 2025款 DM-i 125KM舒适型,16.58万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2024.09,,,E-CVT无级变速,4门5座三厢车,1.5T 156马力 L4,4995*1910*1495,6.9,200,1.06,(标配)六年或15万公里,1910,2285,,,,,,,272,,,125,,,,,,,,,3.8,,,,,,,,
71704,汉,汉 2025款 DM-i 125KM精英型,17.58万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2024.09,,,E-CVT无级变速,4门5座三厢车,1.5T 156马力 L4,4995*1910*1495,6.9,200,1.06,(标配)六年或15万公里,1910,2285,,,,,,,272,,,125,,,,,,,,,3.8,,,,,,,,
71533,汉,汉 2025款 DM-i 125KM尊贵型,18.58万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2024.09,,,E-CVT无级变速,4门5座三厢车,1.5T 156马力 L4,4995*1910*1495,6.9,200,1.06,(标配)六年或15万公里,1910,2285,,,,,,,272,,,125,,,,,,,,,3.8,,,,,,,,
71535,汉,汉 2025款 DM-i 125KM尊荣型,19.58万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2024.09,,,E-CVT无级变速,4门5座三厢车,1.5T 156马力 L4,4995*1910*1495,6.9,200,1.06,(标配)六年或15万公里,1910,2285,,,,,,,272,,,125,,,,,,,,,3.8,,,,,,,,
52453,汉,汉 2025款 DM-i 125KM激光雷达智驾型,22.58万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2024.09,,,E-CVT无级变速,4门5座三厢车,1.5T 156马力 L4,4995*1910*1495,6.9,200,1.06,(标配)六年或15万公里,1910,2285,,,,,,,272,,,125,,,,,,,,,3.8,,,,,,,,
66774,汉,汉 2025款 EV 智驾版 506KM尊贵型,17.98万,暂无报价,比亚迪,中大型车,纯电动,,2025.02,150,310,电动车单速变速箱,4门5座三厢车,纯电动,4995*1910*1495,7.9,185,,(标配)六年或15万公里,1920,2295,,,0.42,,80,,204,,1.53,506,,,,,,,,,,,,,,,,,
66909,汉,汉 2025款 EV 506KM尊贵型,17.98万,暂无报价,比亚迪,中大型车,纯电动,,2024.09,150,310,电动车单速变速箱,4门5座三厢车,纯电动,4995*1910*1495,7.9,185,,(标配)六年或15万公里,1920,2295,,,0.42,,80,,204,,1.53,506,,,,,,,,,,,,,,,,,
66905,汉,汉 2024款 DM-i 荣耀版 121KM 精英型,16.98万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2024.02,,,E-CVT无级变速,4门5座三厢车,1.5T 139马力 L4,4975*1910*1495,7.9,185,1.71,(标配)六年或15万公里,1870,2245,,,,,,,197,,,,5.1,,,121,,,,,,,,,,,,,
71623,汉,汉 2024款 DM-i 荣耀版 121KM 尊贵型,17.98万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2024.02,,,E-CVT无级变速,4门5座三厢车,1.5T 139马力 L4,4975*1910*1495,7.9,185,1.71,(标配)六年或15万公里,1870,2245,,,,,,,197,,,,5.1,,,121,,,,,,,,,,,,,
66903,汉,汉 2024款 DM-i 荣耀版 121KM 尊荣型,18.98万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2024.02,,,E-CVT无级变速,4门5座三厢车,1.5T 139马力 L4,4975*1910*1495,7.9,185,1.71,(标配)六年或15万公里,1870,2245,,,,,,,197,,,,5.1,,,121,,,,,,,,,,,,,
67270,汉,汉 2024款 DM-i 荣耀版 121KM 尊享型,19.98万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2024.02,,,E-CVT无级变速,4门5座三厢车,1.5T 139马力 L4,4975*1910*1495,7.9,185,1.71,(标配)六年或15万公里,1870,2245,,,,,,,197,,,,5.1,,,121,,,,,,,,,,,,,
69143,汉,汉 2024款 DM-i 荣耀版 200KM 旗舰型,22.58万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2024.02,,,E-CVT无级变速,4门5座三厢车,1.5T 139马力 L4,4975*1910*1495,7.9,185,0.74,(标配)六年或15万公里,2010,2385,,,,,,,218,,,,5.3,,,200,,,,,,,,,,,,,
66773,汉,汉 2024款 DM-p 战神版,25.98万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2024.02,,,E-CVT无级变速,4门5座三厢车,1.5T 139马力 L4,4975*1910*1495,3.7,185,0.82,(标配)六年或15万公里,2200,2575,,,,,,,490,,,,6.3,,,200,,,,,,,,,,,,,
66902,汉,汉 2024款 DM-i 121KM领航荣耀版,20.28万,暂无报价,比亚迪,中大型车,插电式混合动力,国VI,2024.03,,,E-CVT无级变速,4门5座三厢车,1.5T 139马力 L4,4975*1910*1495,7.9,185,1.71,,1870,2245,,,,,,,197,,,,5.1,,,121,,,,,,,,,,,,,
69802,汉,汉 2024款 EV 荣耀版 506KM前驱尊贵型,17.98万,暂无报价,比亚迪,中大型车,纯电动,,2024.02,150,310,电动车单速变速箱,4门5座三厢车,纯电动,4995*1910*1495,7.9,185,,(标配)六年或15万公里,1920,2295,,,0.42,,80,,204,,1.49,506,,,,,,,,,,,,,,,,,
69142,汉,汉 2024款 EV 荣耀版 605KM前驱尊贵型,19.98万,暂无报价,比亚迪,中大型车,纯电动,,2024.02,168,350,电动车单速变速箱,4门5座三厢车,纯电动,4995*1910*1495,7.9,185,,(标配)六年或15万公里,2000,2375,,,0.42,,80,,228,,1.50,605,,,,,,,,,,,,,,,,,
69144,汉,汉 2024款 EV 荣耀版 715KM前驱旗舰型,21.98万,暂无报价,比亚迪,中大型车,纯电动,,2024.02,180,350,电动车单速变速箱,4门5座三厢车,纯电动,4995*1910*1495,7.9,185,,(标配)六年或15万公里,2100,2475,,,0.5,,80,,245,,1.53,715,,,,,,,,,,,,,,,,,
66753,汉,汉 2024款 EV 荣耀版 610KM四驱天神之眼智驾型,24.98万,暂无报价,比亚迪,中大型车,纯电动,,2024.02,380,700,电动车单速变速箱,4门5座三厢车,纯电动,4995*1910*1495,3.9,185,,(标配)六年或15万公里,2250,2625,,,0.5,,80,,517,,1.69,610,,,,,,,,,,,,,,,,,
66907,汉,汉 2021款 EV 标准续航版豪华型,21.98万,暂无报价,比亚迪,中大型车,纯电动,,2021.08,163,330,电动车单速变速箱,4门5座三厢车,纯电动,4980*1910*1495,7.9,185,,(标配)六年或15万公里,1940,,,,0.42,,80,,222,,,,,,,506,,,,,,,,,,,,,
66908,汉,汉 2020款 EV 超长续航版豪华型,23.98万,暂无报价,比亚迪,中大型车,纯电动,,2020.07,163,330,电动车单速变速箱,4门5座三厢车,纯电动,4980*1910*1495,7.9,185,,(标配)六年或15万公里,2020,,,,0.42,,80,,222,,,,,,,605,,,,,,,,,,,,,
69209,宋PLUS新能源,宋PLUS新能源 2025款 DM-i 75KM 豪华型,13.58万,暂无报价,比亚迪,紧凑型SUV,插电式混合动力,国VI,2024.07,,,E-CVT无级变速,5门5座SUV,1.5L 101马力 L4,4775*1890*1670,7.7,180,1.88,(标配)六年或15万公里,1785,2160,,60,,,,,218,4.93,1.53,75,,3.41,,,,,,,3.88,,,,,,,,
69254,宋PLUS新能源,宋PLUS新能源 2025款 DM-i 112KM 尊贵型,14.58万,暂无报价,比亚迪,紧凑型SUV,插电式混合动力,国VI,2024.07,,,E-CVT无级变速,5门5座SUV,1.5L 101马力 L4,4775*1890*1670,7.7,180,1.15,(标配)六年或15万公里,1830,2205,,91,0.38,,30-80,,218,4.95,1.85,112,,3,,,,,,,3.9,,,,,,,,
71524,宋PLUS新能源,宋PLUS新能源 2025款 DM-i 112KM 尊荣型,15.58万,暂无报价,比亚迪,紧凑型SUV,插电式混合动力,国VI,2024.07,,,E-CVT无级变速,5门5座SUV,1.5L 101马力 L4,4775*1890*1670,7.7,180,1.15,(标配)六年或15万公里,1830,2205,,91,0.38,,30-80,,218,4.95,1.85,112,,3,,,8.02,38.84,,122.4,3.9,0.29,4.1,14.58,30-80,,,,
69253,宋PLUS新能源,宋PLUS新能源 2025款 DM-i 160KM 旗舰型,16.58万,暂无报价,比亚迪,紧凑型SUV,插电式混合动力,国VI,2024.07,,,E-CVT无级变速,5门5座SUV,1.5L 101马力 L4,4775*1890*1670,7.9,180,0.85,(标配)六年或15万公里,1890,2265,,128,0.28,,30-80,,218,4.98,1.95,160,,2.8,,,,,,,3.93,,,,,,,,
71657,宋PLUS新能源,宋PLUS新能源 2025款 DM-i 160KM 旗舰PLUS,17.58万,暂无报价,比亚迪,紧凑型SUV,插电式混合动力,国VI,2024.07,,,E-CVT无级变速,5门5座SUV,1.5L 101马力 L4,4775*1890*1670,7.9,180,0.85,(标配)六年或15万公里,1890,2265,,128,0.28,,30-80,,218,4.98,1.95,160,,2.8,,,,,,,3.93,,,,,,,,
71656,宋PLUS新能源,宋PLUS新能源 2025款 EV 520km 豪华型,14.98万,暂无报价,比亚迪,紧凑型SUV,纯电动,,2024.08,150,310,电动车单速变速箱,5门5座SUV,,4785*1890*1660,,175,,(标配)六年或15万公里,1920,2295,4,,0.5,,30-80,,204,,1.55,520,,,,,,,,,,,,,,,,,
