CAR_ID,品牌系列,巡航系统,辅助驾驶等级,卫星导航系统,导航路况信息显示,地图品牌,AR实景导航,并线辅助,车道保持辅助系统,车道居中保持,道路交通标识识别,自动泊车入位,自动变道辅助,匝道自动驶出(入),自动驾驶辅助路段,遥控泊车,方向盘离手检测,倒车车侧预警系统,记忆泊车,高精地图,循迹倒车,信号灯识别,起步提醒,辅助驾驶系统,代客泊车,夜视系统,远程召唤
66750,秦PLUS,(标配)定速巡航,,(标配),(标配),(标配)腾讯,,,,,,,,,,,,,,,,,,,,,
72524,秦PLUS,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
66746,秦PLUS,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
66751,秦PLUS,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
66747,秦PLUS,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
65656,秦PLUS,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
71504,秦PLUS,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
71686,秦PLUS,(标配)定速巡航,,,,,,,,,,,,,,,,,,,,,,,,,
67266,秦PLUS,(标配)定速巡航,,,,,,,,,,,,,,(标配),,,,,,,,,,,
72442,秦PLUS,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,,,,,,,,,,,,
63012,秦PLUS,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,(标配),,,,,,,,,,,
71689,秦PLUS,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,(标配),,,,,,,,,,,
66745,秦PLUS,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,(标配),,,,,,,,,,,
66743,秦PLUS,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,,,,(标配),,(标配),,,,,,(标配)DiPilot,,,
51966,秦PLUS,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,(标配),,,,,,,,,,,
71688,秦PLUS,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,(标配),,,,,,,,,,,
66744,秦PLUS,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,(标配),,,,,,,,,,,
66748,秦PLUS,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,(标配),,,,,,,,,,,
66733,秦PLUS,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,(标配),,,,,,,,,,,
71685,秦PLUS,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,,,,(标配),,(标配),,,,,,(标配)DiPilot,,,
66749,秦PLUS,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,,,,,,,,,,,,
72103,秦PLUS,,,(标配),(标配),,,,,,,,,,,,,,,,,,,,,,
71687,秦PLUS,(标配)定速巡航,,(标配),(标配),,,,,,,,,,,(标配),,,,,,,,,,,
69070,海鸥,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,,,,,,,,,,,,
69068,海鸥,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,,,,,,,,,,,,
71691,海鸥,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,,,,,,,,,,,,
71065,海鸥,(标配)定速巡航,,(标配),(标配),(标配)百度,,,,,,,,,,,,,,,,,,,,,
69069,海鸥,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
71690,海鸥,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
71292,汉L,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,(标配),,(标配)DiPilot 300,,,
71392,汉L,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,(标配),,(标配)DiPilot 300,,,
72523,汉L,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,(标配),,(标配)DiPilot 300,,,
71393,汉L,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,(标配),,(标配)DiPilot 300,,,
71435,汉L,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,(标配),,(标配)DiPilot 300,,,
72209,汉L,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,(标配),,(标配)DiPilot 300,,,
71703,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
69813,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
71707,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),,,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
72515,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
71706,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,(标配),,(标配)DiPilot 300,,,
66906,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,(标配),,(标配)DiPilot 300,,,
71591,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),,,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
71534,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,,,(标配)DiPilot,,,
45619,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
72514,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
71705,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
69817,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
69816,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,(标配),,(标配)DiPilot 300,,,
69814,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
69815,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),(标配),,,,,(标配),(标配),,,,,,,(标配)DiPilot,,,
71704,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
71533,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
71535,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
52453,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,,,(标配)DiPilot,,,
66774,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
66909,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
66905,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),(标配),,,,,(标配),(标配),,,,,,,(标配)DiPilot,,,
71623,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
66903,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
67270,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
69143,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
66773,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
66902,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),(标配),,,,,(标配),(标配),,,,,,,(标配)DiPilot,,,
69802,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
69142,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
69144,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
66753,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot,(标配),,
66907,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,,(标配),(标配),(标配),,,,,(标配),,,,,,,,(标配)DiPilot,,,
66908,汉,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,,(标配),(标配),(标配),,,,,(标配),,,,,,,,(标配)DiPilot,,,
69209,宋PLUS新能源,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,(标配),,,,,,,,,,,
69254,宋PLUS新能源,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,(标配),,,,,,,,,,,
71524,宋PLUS新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
69253,宋PLUS新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
71657,宋PLUS新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),,,(标配),(标配),(标配),,,,,,(标配)DiPilot,,,
71656,宋PLUS新能源,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,(标配),,,,,,,,,,,
69513,宋PLUS新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),,(标配),,,,,,(标配)DiPilot,,,
69210,宋PLUS新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),,(标配),,,,,,(标配)DiPilot,,,
69252,宋PLUS新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
71481,宋PLUS新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
71470,宋PLUS新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
71520,宋PLUS新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
69514,宋PLUS新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
72520,宋PLUS新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
71525,宋PLUS新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
69512,宋PLUS新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
71480,宋PLUS新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
72208,唐L,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,(标配),,(标配)DiPilot 300,,,
72468,唐L,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,(标配),,(标配)DiPilot 300,,,
71390,唐L,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,(标配),,(标配)DiPilot 300,,,
71391,唐L,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,(标配),,(标配)DiPilot 300,,,
71291,唐L,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,(标配),,(标配)DiPilot 300,,,
71389,唐L,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),(标配),(标配),(标配),,,(标配),,(标配)DiPilot 300,,,
70346,夏,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,(标配),,(标配)DiPilot 100,,,
72517,夏,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,(标配),,(标配)DiPilot 100,,,
71228,夏,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,(标配),,(标配)DiPilot 100,,,
69726,夏,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,(标配),,(标配)DiPilot 100,,,
71227,夏,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,(标配),,(标配)DiPilot 100,,,
71489,海豹06新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),,(标配),,,,,,(标配)DiPilot 100,,,
66640,海豹06新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),,(标配),,,,,,(标配)DiPilot 100,,,
66680,海豹06新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),,(标配),,,,,,(标配)DiPilot 100,,,
68514,海豹06新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),,(标配),,,,,,(标配)DiPilot 100,,,
71468,海豹06新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),,(标配),,,,,,(标配)DiPilot 100,,,
71469,海豹06新能源,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,,,,,,,,,,,,
71467,海豹06新能源,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,(标配),,,,,,,,,,,
68516,海豹06新能源,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,(标配),,,,,,,,,,,
71675,海豹06新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),,(标配),,,,,,(标配)DiPilot,,,
68515,海豹06新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),,(标配),,,,,,(标配)DiPilot,,,
71700,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),,(标配),,,,,,(标配)DiPilot 100,,,
67875,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),,(标配),,,,,,(标配)DiPilot 100,,,
67874,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),,(标配),,,,,,(标配)DiPilot 100,,,
67879,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),"(标配)城市路段,(标配)高速路段",(标配),,(标配),,,,,,(标配)DiPilot 300,,,
71699,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),(标配),,,,,(标配),,,,,,,,(标配)DiPilot,,,
67877,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),,(标配),,,,,,(标配)DiPilot,,,
66835,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),,(标配),,,,,,(标配)DiPilot,,,
67878,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),,(标配),,,,,,(标配)DiPilot,,,
66858,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),,(标配),,,,,,(标配)DiPilot,,,
70476,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,(标配),,,(标配),,(标配),,,,,,(标配)DiPilot,,,
66857,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),,,(标配),,(标配),,,,,,(标配)DiPilot,,,
71701,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,(标配),,,(标配),,(标配),,,,,,(标配)DiPilot,,,
67876,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,(标配),,,(标配),,(标配),,,,,,(标配)DiPilot,,,
70475,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),(标配),(标配),,,(标配),,(标配),,,,,,(标配)DiPilot,,,
71702,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),(标配),,,,,(标配),,,,,,,,(标配)DiPilot,,,
70416,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),,(标配),,,,,,(标配)DiPilot,,,
70454,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),,(标配),,,,,,(标配)DiPilot,,,
66775,唐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),,(标配),,,,,,(标配)DiPilot,,,
71682,宋Pro新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
70059,宋Pro新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
69112,宋Pro新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
71681,宋Pro新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
66963,宋Pro新能源,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,(标配),,,,,,,,,,,
69113,宋Pro新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),(标配),,,,,(标配),,,,,,,,(标配)DiPilot,,,
71627,宋Pro新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),(标配),,,,,(标配),,,,,,,,(标配)DiPilot,,,
66965,宋Pro新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),,(标配),,,,,,(标配)DiPilot,,,
71680,宋Pro新能源,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,(标配),,,,,,,,,,,
66964,宋Pro新能源,(标配)定速巡航,,(标配),(标配),(标配)高德,,,,,,,,,,(标配),,,,,,,,,,,
66966,宋Pro新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),(标配),,,,,(标配),,,,,,,,(标配)DiPilot,,,
70060,宋Pro新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,,(标配),(标配),(标配),,,,,(标配),,,,,,,,(标配)DiPilot,,,
66951,宋Pro新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)高德,,(标配),(标配),(标配),(标配),,,,,(标配),,(标配),,,,,,(标配)DiPilot,,,
72031,元PLUS,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
71852,元PLUS,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
71817,元PLUS,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
66988,元PLUS,(标配)全速自适应巡航,(标配)L2,(标配),(标配),(标配)百度,,(标配),(标配),(标配),(标配),(标配),(标配),(标配),(标配)高速路段,(标配),(标配),(标配),,,,,,(标配)DiPilot 100,,,
