CAR_ID,品牌系列,前制动器类型,后制动器类型,驻车制动类型,前轮胎规格,后轮胎规格,备胎规格,备胎放置方式
69005,海豚,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)195/60 R16,(标配)195/60 R16,(标配)无,
69004,海豚,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)195/60 R16,(标配)195/60 R16,(标配)无,
69006,海豚,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)195/60 R16,(标配)195/60 R16,(标配)无,
71049,海豚,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/50 R17,(标配)205/50 R17,(标配)无,
66316,海豚,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)195/60 R16,(标配)195/60 R16,(标配)无,
71050,海豚,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)195/60 R16,(标配)195/60 R16,(标配)无,
71048,海豚,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/50 R17,(标配)205/50 R17,(标配)无,
66930,海豹,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
69345,海豹,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
71665,海豹,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/45 R19,(标配)235/45 R19,(标配)补胎工具,
71664,海豹,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/45 R19,(标配)235/45 R19,(标配)补胎工具,
71666,海豹,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/45 R19,(标配)235/45 R19,(标配)补胎工具,
67384,海豹,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/45 R19,(标配)235/45 R19,(标配)补胎工具,
66926,海豹,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/45 R19,(标配)235/45 R19,(标配)补胎工具,
69394,海豹,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/45 R19,(标配)235/45 R19,(标配)补胎工具,
66927,海豹,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/55 R17,(标配)225/55 R17,(标配)补胎工具,
67382,海豹,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
69392,海豹,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
71663,海豹,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
67383,海豹,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
67381,海豹,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R19,(标配)235/45 R19,(标配)补胎工具,
66928,海豹,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
66925,海豹,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
66929,海豹,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
67380,海豹,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/45 R19,(标配)235/45 R19,(标配)补胎工具,
69393,海豹,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/45 R19,(标配)235/45 R19,(标配)补胎工具,
70392,海豹06GT,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)无,
71667,海豹06GT,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)无,
71668,海豹06GT,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)无,
68312,海豹06GT,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/45 R19,(标配)235/45 R19,(标配)无,
68311,海豹06GT,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)无,
68266,海豹06GT,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)无,
71670,海豹06GT,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)无,
71669,海豹06GT,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/45 R19,(标配)235/45 R19,(标配)无,
71684,元UP,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/65 R16,(标配)215/65 R16,(标配)补胎工具,
66139,元UP,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/65 R16,(标配)215/65 R16,(标配)补胎工具,
69175,元UP,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/65 R16,(标配)215/65 R16,(标配)补胎工具,
67007,元UP,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/65 R16,(标配)215/65 R16,(标配)补胎工具,
66138,元UP,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/65 R16,(标配)215/65 R16,(标配)补胎工具,
71256,元UP,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/65 R16,(标配)215/65 R16,(标配)补胎工具,
71683,元UP,(标配)通风盘式,(标配)盘式,(标配)电子驻车,"(标配)215/65 R16,(选配)215/60 R17","(标配)215/65 R16,(选配)215/60 R17",(标配)补胎工具,
71536,宋L EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/50 R19,(标配)255/50 R19,,
68095,宋L EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)245/45 R20,(标配)265/45 R20,,
71508,宋L EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)245/45 R20,(标配)265/45 R20,,
69743,宋L EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)245/45 R20,(标配)265/45 R20,,
71503,宋L EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/50 R19,(标配)255/50 R19,,
69744,宋L EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)245/45 R20,(标配)265/45 R20,,
69742,宋L EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)245/45 R20,(标配)265/45 R20,,
71679,宋L EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)245/45 R20,(标配)265/45 R20,,
66740,驱逐舰05,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/60 R16,(标配)225/60 R16,(标配)补胎工具,
69284,驱逐舰05,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/60 R16,(标配)225/60 R16,(标配)补胎工具,
66739,驱逐舰05,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R17,(标配)215/55 R17,(标配)补胎工具,
69283,驱逐舰05,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R17,(标配)215/55 R17,(标配)补胎工具,
66738,驱逐舰05,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R17,(标配)215/55 R17,(标配)补胎工具,
66741,驱逐舰05,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R17,(标配)215/55 R17,(标配)补胎工具,
66734,驱逐舰05,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/60 R16,(标配)225/60 R16,(标配)补胎工具,
66742,驱逐舰05,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R17,(标配)215/55 R17,(标配)补胎工具,
71052,海豹05 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/60 R16,(标配)225/60 R16,,
71313,海豹05 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/60 R16,(标配)225/60 R16,,
71314,海豹05 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/60 R16,(标配)225/60 R16,,
71695,海狮07 EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/50 R19,(标配)255/45 R19,(标配)补胎工具,
71693,海狮07 EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/50 R19,(标配)255/45 R19,(标配)补胎工具,
68250,海狮07 EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/50 R19,(标配)255/45 R19,(标配)补胎工具,
66476,海狮07 EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)245/45 R20,(标配)245/45 R20,(标配)补胎工具,
71692,海狮07 EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/50 R19,(标配)255/45 R19,(标配)补胎工具,
71694,海狮07 EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/50 R19,(标配)255/45 R19,(标配)补胎工具,
66475,海狮07 EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)235/50 R19,(标配)255/45 R19,(标配)补胎工具,
58503,海狮07 EV,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)245/45 R20,(标配)245/45 R20,(标配)补胎工具,
71658,海豹07 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/55 R17,(标配)225/55 R17,(标配)补胎工具,
69348,海豹07 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
69349,海豹07 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
69391,海豹07 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
71660,海豹07 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
71662,海豹07 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/55 R17,(标配)225/55 R17,(标配)补胎工具,
69390,海豹07 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
69347,海豹07 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
71659,海豹07 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
71661,海豹07 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)补胎工具,
71673,海狮05 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/60 R18,(标配)225/60 R18,(标配)补胎工具,
71671,海狮05 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/60 R18,(标配)225/60 R18,(标配)补胎工具,
70058,海狮05 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/60 R18,(标配)225/60 R18,(标配)补胎工具,
69114,海狮05 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/50 R19,(标配)235/50 R19,(标配)补胎工具,
71672,海狮05 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/60 R18,(标配)225/60 R18,(标配)补胎工具,
69115,海狮05 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/60 R18,(标配)225/60 R18,(标配)补胎工具,
70057,海狮05 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/60 R18,(标配)225/60 R18,(标配)补胎工具,
71674,海狮05 DM-i,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/50 R19,(标配)235/50 R19,(标配)补胎工具,
67273,护卫舰07,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/55 R19,(标配)235/55 R19,(标配)补胎工具,
67272,护卫舰07,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/50 R20,(标配)245/50 R20,(标配)补胎工具,
67271,护卫舰07,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/50 R20,(标配)245/50 R20,(标配)补胎工具,
67274,护卫舰07,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/50 R20,(标配)245/50 R20,(标配)补胎工具,
67250,护卫舰07,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/50 R20,(标配)245/50 R20,(标配)补胎工具,
67156,比亚迪e2,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/60 R16,(标配)205/60 R16,(标配)无,
63011,比亚迪e2,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/60 R16,(标配)205/60 R16,(标配)无,
67157,比亚迪e2,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/60 R16,(标配)205/60 R16,(标配)无,
62376,元Pro,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/60 R16,(标配)205/60 R16,(标配)非全尺寸,(标配)背负式
62377,元Pro,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/60 R16,(标配)205/60 R16,(标配)非全尺寸,(标配)背负式
62378,元Pro,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/60 R16,(标配)205/60 R16,(标配)非全尺寸,(标配)背负式
69051,秦新能源,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/55 R16,(标配)205/55 R16,(标配)补胎工具,
69052,秦新能源,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/55 R16,(标配)205/55 R16,(标配)补胎工具,
55331,宋MAX新能源,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/55 R17,(标配)225/55 R17,(标配)无,
55329,宋MAX新能源,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/55 R17,(标配)225/55 R17,(标配)无,
55328,宋MAX新能源,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/55 R17,(标配)225/55 R17,(标配)无,
55330,宋MAX新能源,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/55 R17,(标配)225/55 R17,(标配)无,
55009,宋MAX新能源,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/55 R17,(标配)225/55 R17,(标配)无,
60687,比亚迪e9,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/50 R18,(标配)245/50 R18,(标配)非全尺寸,
60414,比亚迪D1,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)195/60 R16,(标配)195/60 R16,(标配)无,
63696,比亚迪D1,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)195/60 R16,(标配)195/60 R16,(标配)无,
70469,比亚迪e6,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R17,(标配)215/55 R17,(标配)非全尺寸,
70470,比亚迪e6,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R17,(标配)215/55 R17,(标配)非全尺寸,
51306,比亚迪e3,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/60 R16,(标配)205/60 R16,(标配)无,
52635,比亚迪e3,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/60 R16,(标配)205/60 R16,(标配)无,
69842,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/60 R16,(标配)215/60 R16,(标配)非全尺寸,
69730,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/45 R18,(标配)245/45 R18,(标配)非全尺寸,
64997,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/45 R18,(标配)245/45 R18,(标配)非全尺寸,
69851,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,
65369,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,
69760,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,
69854,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,
72550,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,
69848,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,
72549,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/45 R18,(标配)245/45 R18,(标配)非全尺寸,
69855,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,"(标配)245/45 R18,(选配)245/40 R19","(标配)245/45 R18,(选配)245/40 R19",(标配)非全尺寸,
69850,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,"(标配)245/45 R18,(选配)245/40 R19","(标配)245/45 R18,(选配)245/40 R19",(标配)非全尺寸,
69849,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,"(标配)245/45 R18,(选配)245/40 R19","(标配)245/45 R18,(选配)245/40 R19",(标配)非全尺寸,
69853,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/40 R19,(标配)245/40 R19,(标配)非全尺寸,
65144,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/40 R19,(标配)245/40 R19,(标配)非全尺寸,
67732,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/60 R16,(标配)215/60 R16,(标配)非全尺寸,
69852,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,
69856,帕萨特,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,
66451,迈腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,(标配)后备厢内
70441,迈腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R17,(标配)215/55 R17,(标配)非全尺寸,(标配)后备厢内
68101,迈腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,(标配)后备厢内
66450,迈腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,(标配)后备厢内
69938,迈腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,(标配)后备厢内
70442,迈腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/55 R17,(标配)225/55 R17,(选配)非全尺寸,(选配)后备厢内
69937,迈腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,"(标配)225/55 R17,(选配)245/45 R18","(标配)225/55 R17,(选配)245/45 R18",(选配)非全尺寸,(选配)后备厢内
71364,迈腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,"(标配)225/55 R17,(选配)245/45 R18","(标配)225/55 R17,(选配)245/45 R18",(选配)非全尺寸,(选配)后备厢内
71926,迈腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,"(标配)245/45 R18,(选配)245/40 R19","(标配)245/45 R18,(选配)245/40 R19",(选配)非全尺寸,(选配)后备厢内
71927,迈腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/40 R19,(标配)245/40 R19,(选配)非全尺寸,(选配)后备厢内
64819,朗逸,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)195/65 R15,(标配)195/65 R15,(标配)非全尺寸,(标配)后备厢内
64818,朗逸,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/55 R16,(标配)205/55 R16,(标配)非全尺寸,(标配)后备厢内
64824,朗逸,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)195/65 R15,(标配)195/65 R15,(标配)非全尺寸,(标配)后备厢内
64821,朗逸,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/55 R16,(标配)205/55 R16,(标配)非全尺寸,(标配)后备厢内
64825,朗逸,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)195/65 R15,(标配)195/65 R15,(标配)非全尺寸,(标配)后备厢内
64823,朗逸,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/55 R16,(标配)205/55 R16,(标配)非全尺寸,(标配)后备厢内
67521,朗逸,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/55 R16,(标配)205/55 R16,(标配)非全尺寸,(标配)后备厢内
64820,朗逸,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/55 R16,(标配)205/55 R16,(标配)非全尺寸,(标配)后备厢内
63242,朗逸,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/55 R16,(标配)205/55 R16,(标配)非全尺寸,(标配)后备厢内
70551,朗逸,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/55 R16,(标配)205/55 R16,(标配)非全尺寸,(标配)后备厢内
64826,朗逸,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/55 R16,(标配)205/55 R16,(标配)非全尺寸,(标配)后备厢内
70552,朗逸,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R17,(标配)225/45 R17,(标配)非全尺寸,(标配)后备厢内
69830,朗逸,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R17,(标配)225/45 R17,(标配)非全尺寸,(标配)后备厢内
64822,朗逸,(标配)通风盘式,(标配)鼓式,(标配)手刹,(标配)195/65 R15,(标配)195/65 R15,(标配)非全尺寸,(标配)后备厢内
61259,朗逸,(标配)通风盘式,(标配)鼓式,(标配)手刹,(标配)205/55 R16,(标配)205/55 R16,(标配)非全尺寸,(标配)后备厢内
69831,朗逸,(标配)通风盘式,(标配)鼓式,(标配)手刹,(标配)195/65 R15,(标配)195/65 R15,(标配)非全尺寸,(标配)后备厢内
67522,朗逸,(标配)通风盘式,(标配)鼓式,(标配)手刹,(标配)205/55 R16,(标配)205/55 R16,(标配)非全尺寸,(标配)后备厢内
67612,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/50 R20,(标配)255/50 R20,(标配)非全尺寸,(标配)后备厢内
72135,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/50 R20,(标配)255/50 R20,(标配)非全尺寸,(标配)后备厢内
67605,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/50 R20,(标配)255/50 R20,(标配)非全尺寸,(标配)后备厢内
67606,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,"(标配)255/50 R20,(选配)265/45 R21","(标配)255/50 R20,(选配)265/45 R21",(标配)非全尺寸,(标配)后备厢内
67603,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)265/45 R21,(标配)265/45 R21,(标配)非全尺寸,(标配)后备厢内
72134,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/55 R19,(标配)255/55 R19,(标配)非全尺寸,(标配)后备厢内
67611,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/55 R19,(标配)255/55 R19,(标配)非全尺寸,(标配)后备厢内
71802,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)265/45 R21,(标配)265/45 R21,(标配)非全尺寸,(标配)后备厢内
67609,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,"(标配)255/50 R20,(选配)265/45 R21","(标配)255/50 R20,(选配)265/45 R21",(标配)非全尺寸,(标配)后备厢内
67604,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)265/45 R21,(标配)265/45 R21,(标配)非全尺寸,(标配)后备厢内
67607,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)245/60 R18,(标配)245/60 R18,(标配)非全尺寸,(标配)后备厢内
71908,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,"(标配)255/50 R20,(选配)265/45 R21","(标配)255/50 R20,(选配)265/45 R21",(标配)非全尺寸,(标配)后备厢内
69914,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)265/45 R21,(标配)265/45 R21,(标配)非全尺寸,(标配)后备厢内
67608,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)265/45 R21,(标配)265/45 R21,(标配)非全尺寸,(标配)后备厢内
67602,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,"(标配)255/50 R20,(选配)265/45 R21","(标配)255/50 R20,(选配)265/45 R21",(标配)非全尺寸,(标配)后备厢内
67601,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)265/45 R21,(标配)265/45 R21,(标配)非全尺寸,(标配)后备厢内
67610,途昂,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)265/45 R21,(标配)265/45 R21,(标配)非全尺寸,(标配)后备厢内
70222,速腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/60 R16,(标配)205/60 R16,(标配)非全尺寸,(标配)后备厢内
70218,速腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/60 R16,(标配)205/60 R16,(标配)非全尺寸,(标配)后备厢内
72129,速腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/55 R17,(标配)205/55 R17,(标配)非全尺寸,(标配)后备厢内
72128,速腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/55 R17,(标配)205/55 R17,(标配)非全尺寸,(标配)后备厢内
70219,速腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/55 R17,(标配)205/55 R17,(标配)非全尺寸,(标配)后备厢内
72130,速腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,"(标配)205/55 R17,(选配)225/45 R18","(标配)205/55 R17,(选配)225/45 R18",(标配)非全尺寸,(标配)后备厢内
68133,速腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)非全尺寸,(标配)后备厢内
72411,速腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,"(标配)205/55 R17,(选配)225/45 R18","(标配)205/55 R17,(选配)225/45 R18",(标配)非全尺寸,(标配)后备厢内
70217,速腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)非全尺寸,(标配)后备厢内
70220,速腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,"(标配)205/55 R17,(选配)225/45 R18","(标配)205/55 R17,(选配)225/45 R18",(标配)非全尺寸,(标配)后备厢内
70221,速腾,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)205/55 R17,(标配)205/55 R17,(标配)非全尺寸,(标配)后备厢内
70715,探岳,(标配)通风盘式,(标配)盘式,(标配)电子驻车,"(标配)235/55 R18,(选配)235/50 R19","(标配)235/55 R18,(选配)235/50 R19",(标配)非全尺寸,(标配)后备厢内
69421,探岳,(标配)通风盘式,(标配)盘式,(标配)电子驻车,"(标配)235/55 R18,(选配)235/50 R19","(标配)235/55 R18,(选配)235/50 R19",(标配)非全尺寸,
