CAR_ID,品牌系列,方向盘材质,方向盘位置调节,换挡形式,多功能方向盘,方向盘换挡,方向盘加热,方向盘记忆,行车电脑显示屏幕,全液晶仪表盘,液晶仪表尺寸,HUD抬头数字显示,内后视镜功能,ETC装置,AR-HUD增强现实抬头显示,HUD抬头尺寸,仪表盘屏幕材质,仪表盘屏幕分辨率（px）
71050,海豚,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式怀挡换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,(标配)LCD,
71048,海豚,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式怀挡换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,(标配)LCD,
66930,海豹,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),,,(标配)LCD,
69345,海豹,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),,,(标配)LCD,
71665,海豹,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),,,(标配)LCD,
71664,海豹,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,(标配),,(标配)12英寸,(标配)LCD,
71666,海豹,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),,,(标配)LCD,
67384,海豹,(标配)真皮,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,(标配),,(标配)12英寸,(标配)LCD,
66926,海豹,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,(标配),,(标配)12英寸,(标配)LCD,
69394,海豹,(标配)真皮,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,(标配),,(标配)12英寸,(标配)LCD,
66927,海豹,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,,,,,
67382,海豹,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)手动防眩目,,,,,
69392,海豹,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,,,,,
71663,海豹,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,,,,,
67383,海豹,(标配)真皮,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,,,,,
67381,海豹,(标配)真皮,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,,,,,
66928,海豹,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,,,,(标配)LCD,
66925,海豹,(标配)真皮,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,,,,(标配)LCD,
66929,海豹,(标配)真皮,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,,,,(标配)LCD,
67380,海豹,(标配)真皮,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,,,,(标配)LCD,
69393,海豹,(标配)真皮,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,,,,(标配)LCD,
70392,海豹06GT,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)手动防眩目,(标配),,,,
71667,海豹06GT,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)手动防眩目,(标配),,,,
71668,海豹06GT,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),,,,
68312,海豹06GT,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,(标配),,(标配)12英寸,,
68311,海豹06GT,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)手动防眩目,(标配),,,,
68266,海豹06GT,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)手动防眩目,(标配),,,,
71670,海豹06GT,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),,,,
71669,海豹06GT,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,(标配),,(标配)12英寸,,
71684,元UP,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式怀挡换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
66139,元UP,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式怀挡换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
69175,元UP,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式怀挡换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,(标配),(标配)手动防眩目,(标配),,(标配)8英寸,,
67007,元UP,(标配)塑料,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
66138,元UP,(标配)塑料,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
71256,元UP,(标配)塑料,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
71683,元UP,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,(选配),(标配)手动防眩目,(标配),,(选配)8英寸,,
71536,宋L EV,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)手动防眩目,(标配),,,,
68095,宋L EV,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)手动防眩目,(标配),,,,
71508,宋L EV,(标配)真皮,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),,,,
69743,宋L EV,(标配)真皮,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),(标配),(标配)50英寸,,
71503,宋L EV,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)手动防眩目,(标配),,,,
69744,宋L EV,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)手动防眩目,(标配),,,,
69742,宋L EV,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),,,,
71679,宋L EV,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),(标配),(标配)50英寸,,
66740,驱逐舰05,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式旋钮换挡,(标配),,,,(标配)彩色,,,,(标配)手动防眩目,,,,(标配)LCD,
69284,驱逐舰05,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式旋钮换挡,(标配),,,,(标配)彩色,,,,(标配)手动防眩目,,,,(标配)LCD,
66739,驱逐舰05,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式旋钮换挡,(标配),,,,(标配)彩色,,,,(标配)手动防眩目,,,,(标配)LCD,
69283,驱逐舰05,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式旋钮换挡,(标配),,,,(标配)彩色,,,,(标配)手动防眩目,,,,(标配)LCD,
66738,驱逐舰05,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式旋钮换挡,(标配),,,,(标配)彩色,,,,(标配)手动防眩目,,,,(标配)LCD,
66741,驱逐舰05,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式旋钮换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,,,,(标配)LCD,
66734,驱逐舰05,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式旋钮换挡,(标配),,,,(标配)彩色,,,,(标配)手动防眩目,,,,(标配)LCD,
66742,驱逐舰05,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式旋钮换挡,(标配),,,,(标配)彩色,,,,(标配)手动防眩目,,,,(标配)LCD,
71052,海豹05 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,,(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
71313,海豹05 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
71314,海豹05 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
71695,海狮07 EV,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),,,,
71693,海狮07 EV,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),,,,
68250,海狮07 EV,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),(标配),(标配)50英寸,,
66476,海狮07 EV,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),(标配),(标配)50英寸,,
71692,海狮07 EV,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),,,,
71694,海狮07 EV,(标配)真皮,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),,,,
66475,海狮07 EV,(标配)真皮,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),(标配),(标配)50英寸,,
58503,海狮07 EV,(标配)真皮,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),(标配),(标配)50英寸,,
71658,海豹07 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
69348,海豹07 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
69349,海豹07 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)手动防眩目,(标配),,,,
69391,海豹07 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,(标配),,,,
71660,海豹07 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,(标配),,,,
71662,海豹07 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
69390,海豹07 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
69347,海豹07 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)手动防眩目,(标配),,,,
71659,海豹07 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,(标配),,,,
71661,海豹07 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,(标配),,,,
71673,海狮05 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,,(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
71671,海狮05 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,,(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
70058,海狮05 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
69114,海狮05 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)自动防眩目,(标配),,,,
71672,海狮05 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
69115,海狮05 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
70057,海狮05 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)手动防眩目,(标配),,,,
71674,海狮05 DM-i,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8.8英寸,,(标配)自动防眩目,(标配),,,,
67273,护卫舰07,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)手动防眩目,(标配),,,(标配)LCD,
67272,护卫舰07,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(标配),,,(标配)LCD,
67271,护卫舰07,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,(标配),,,(标配)LCD,
67274,护卫舰07,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,(标配),,,(标配)LCD,
67250,护卫舰07,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,(标配),,,(标配)LCD,
67156,比亚迪e2,(标配)塑料,(标配)手动上下调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,,(标配)8.8英寸,,(标配)手动防眩目,,,,,
63011,比亚迪e2,(标配)皮质,(标配)手动上下调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,,(标配)8.8英寸,,(标配)手动防眩目,,,,,
67157,比亚迪e2,(标配)塑料,(标配)手动上下调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,,(标配)8.8英寸,,(标配)手动防眩目,,,,,
62376,元Pro,(标配)塑料,(标配)手动上下调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8英寸,,(标配)手动防眩目,,,,(标配)LCD,
62377,元Pro,(标配)塑料,(标配)手动上下调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8英寸,,(标配)手动防眩目,,,,(标配)LCD,
62378,元Pro,(标配)塑料,(标配)手动上下调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8英寸,,(标配)手动防眩目,,,,(标配)LCD,
69051,秦新能源,(标配)塑料,(标配)手动上下调节,(标配)电子式旋钮换挡,(标配),,,,(标配)彩色,,(标配)5英寸,,(标配)手动防眩目,,,,,
69052,秦新能源,(标配)皮质,(标配)手动上下调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,,(标配)5英寸,,(标配)手动防眩目,,,,,
55331,宋MAX新能源,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,,(标配)5英寸,,(标配)手动防眩目,,,,,
55329,宋MAX新能源,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,,(标配)5英寸,,(标配)手动防眩目,,,,,
55328,宋MAX新能源,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,,(标配)5英寸,,(标配)手动防眩目,,,,,
55330,宋MAX新能源,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,,(标配)5英寸,,(标配)手动防眩目,,,,,
55009,宋MAX新能源,(标配)皮质,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,,(标配)8英寸,,(标配)手动防眩目,,,,,
60687,比亚迪e9,(标配)塑料,(标配)手动上下+前后调节,(标配)电子挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)12.3英寸,,(标配)手动防眩目,,,,,
60414,比亚迪D1,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式旋钮换挡,(标配),,,,(标配)彩色,,,,(标配)手动防眩目,,,,,
63696,比亚迪D1,(标配)塑料,(标配)手动上下+前后调节,(标配)电子式旋钮换挡,(标配),,,,(标配)彩色,,,,(标配)手动防眩目,,,,,
70469,比亚迪e6,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式旋钮换挡,(标配),,,,(标配)彩色,,(标配)5英寸,,(标配)手动防眩目,,,,,
70470,比亚迪e6,(标配)皮质,(标配)手动上下+前后调节,(标配)电子式旋钮换挡,(标配),,,,(标配)彩色,,(标配)5英寸,,(标配)手动防眩目,,,,,
51306,比亚迪e3,(标配)塑料,(标配)手动上下调节,(标配)电子式旋钮换挡,(标配),,,,(标配)彩色,(标配),(标配)8英寸,,(标配)手动防眩目,,,,,
52635,比亚迪e3,(标配)塑料,(标配)手动上下调节,(标配)电子式旋钮换挡,(标配),,,,(标配)彩色,(标配),(标配)8英寸,,(标配)手动防眩目,,,,,
69842,帕萨特,(标配)塑料,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,,(标配)8英寸,,(标配)手动防眩目,,,,,
69730,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)旋转式电子怀挡,(标配),,,,(标配)彩色,(标配),(标配)10.3英寸,(标配),(标配)自动防眩目,,,,,
64997,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)旋转式电子怀挡,(标配),,,,(标配)彩色,(标配),(标配)10.3英寸,(标配),(标配)自动防眩目,,,,,
69851,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.2英寸,,(标配)自动防眩目,,,,,
65369,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.2英寸,,(标配)自动防眩目,,,,,
69760,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.2英寸,,(标配)自动防眩目,,,,,
69854,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.2英寸,,(标配)自动防眩目,,,,,
72550,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.2英寸,,(标配)自动防眩目,,,,,
69848,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.2英寸,,(标配)自动防眩目,,,,,
72549,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)旋转式电子怀挡,(标配),,,,(标配)彩色,(标配),(标配)10.3英寸,(标配),(标配)自动防眩目,,,,,
69855,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)旋转式电子怀挡,(标配),,,,(标配)彩色,(标配),(标配)10.3英寸,(标配),(标配)自动防眩目,,,,,
69850,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)旋转式电子怀挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.3英寸,(标配),(标配)自动防眩目,,,,,
69849,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)旋转式电子怀挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.3英寸,(标配),(标配)自动防眩目,,,,,
69853,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)旋转式电子怀挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.3英寸,(标配),(标配)自动防眩目,,,,,
65144,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)旋转式电子怀挡,(标配),,(标配),,(标配)彩色,(标配),(标配)10.3英寸,(标配),(标配)自动防眩目,,,,,
67732,帕萨特,(标配)塑料,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,,(标配)8英寸,,(标配)手动防眩目,,,,,
69852,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.2英寸,,(标配)自动防眩目,,,,,
69856,帕萨特,(标配)皮质,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.2英寸,,(标配)自动防眩目,,,,,
66451,迈腾,(标配)真皮,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),(标配),(选配),,(标配)彩色,(选配),"(标配)8英寸,(选配)10.3英寸",,(标配)自动防眩目,(选配),,,,
70441,迈腾,(标配)真皮,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),(标配),,,(标配)彩色,(选配),"(标配)8英寸,(选配)10.3英寸",,(标配)手动防眩目,(选配),,,,
68101,迈腾,(标配)真皮,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),(标配),(选配),,(标配)彩色,(选配),"(标配)8英寸,(选配)10.3英寸",,(标配)自动防眩目,(选配),,,,
66450,迈腾,(标配)真皮,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),(标配),(标配),,(标配)彩色,(标配),(标配)10.3英寸,,(标配)自动防眩目,(选配),,,,
69938,迈腾,(标配)真皮,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),(标配),(标配),,(标配)彩色,(标配),(标配)10.3英寸,,(标配)自动防眩目,(选配),,,,
70442,迈腾,(标配)皮质,(标配)手动上下+前后调节,(标配)旋转式电子怀挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)手动防眩目,(选配),,,,
69937,迈腾,(标配)真皮,(标配)手动上下+前后调节,(标配)旋转式电子怀挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(选配),,,,
71364,迈腾,(标配)真皮,(标配)手动上下+前后调节,(标配)旋转式电子怀挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)自动防眩目,(选配),,,,
71926,迈腾,(标配)真皮,(标配)手动上下+前后调节,(标配)旋转式电子怀挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,(选配),,,,
71927,迈腾,(标配)真皮,(标配)手动上下+前后调节,(标配)旋转式电子怀挡,(标配),,(选配),,(标配)彩色,(标配),(标配)10.25英寸,(标配),(标配)自动防眩目,(选配),,,,
64819,朗逸,(标配)塑料,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8英寸,,(标配)手动防眩目,,,,,
64818,朗逸,(标配)塑料,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8英寸,,(标配)手动防眩目,,,,,
64824,朗逸,(标配)塑料,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8英寸,,(标配)手动防眩目,,,,,
64821,朗逸,(标配)塑料,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)8英寸,,(标配)手动防眩目,,,,,
64825,朗逸,(标配)塑料,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,,(标配)8英寸,,(标配)手动防眩目,,,,,
64823,朗逸,(标配)皮质,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,,(标配)8英寸,,(标配)手动防眩目,,,,,
67521,朗逸,(标配)皮质,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)手动防眩目,,,,,
64820,朗逸,(标配)皮质,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,(标配),(标配)10.25英寸,,(标配)手动防眩目,,,,,
63242,朗逸,(标配)皮质,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,,(标配)8英寸,,(标配)手动防眩目,,,,,
70551,朗逸,(标配)皮质,(标配)手动上下+前后调节,(标配)机械挡把换挡,(标配),,,,(标配)彩色,,(标配)8英寸,,(标配)手动防眩目,,,,,
