CAR_ID,品牌系列,驱动方式,四驱形式,中央差速器结构,前悬架类型,后悬架类型,助力类型,车体结构
67873,秦L,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71678,秦L,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
66645,秦L,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71532,秦L,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
66750,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
72524,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
66746,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
66751,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66747,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
65656,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71504,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71686,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67266,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72442,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63012,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71689,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
66745,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
66743,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
51966,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71688,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66744,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66748,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66733,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71685,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66749,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72103,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71687,秦PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69070,海鸥,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
69068,海鸥,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71691,海鸥,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71065,海鸥,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
69069,海鸥,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71690,海鸥,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71292,汉L,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71392,汉L,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
72523,汉L,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71393,汉L,(标配)前置前驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71435,汉L,(标配)前置前驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
72209,汉L,(标配)前置四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71703,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69813,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71707,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
72515,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71706,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
66906,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71591,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71534,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
45619,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
72514,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71705,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69817,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69816,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69814,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69815,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71704,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71533,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71535,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
52453,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
66774,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
66909,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
66905,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71623,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66903,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67270,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69143,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66773,汉,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66902,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69802,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69142,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69144,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66753,汉,(标配)双电机四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66907,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66908,汉,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69209,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
69254,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71524,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
69253,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71657,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71656,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69513,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69210,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69252,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71481,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71470,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71520,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
69514,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
72520,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71525,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69512,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71480,宋PLUS新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72208,唐L,(标配)前置前驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
72468,唐L,(标配)前置四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71390,唐L,(标配)前置四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71391,唐L,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71291,唐L,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71389,唐L,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
70346,夏,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
72517,夏,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71228,夏,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
69726,夏,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71227,夏,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71489,海豹06新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
66640,海豹06新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
66680,海豹06新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
68514,海豹06新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71468,海豹06新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71469,海豹06新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71467,海豹06新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
68516,海豹06新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71675,海豹06新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
68515,海豹06新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71700,唐新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
67875,唐新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
67874,唐新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
67879,唐新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71699,唐新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67877,唐新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66835,唐新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67878,唐新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66858,唐新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70476,唐新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66857,唐新能源,(标配)双电机四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71701,唐新能源,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67876,唐新能源,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70475,唐新能源,(标配)前置四驱,(标配)电动四驱,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71702,唐新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70416,唐新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70454,唐新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66775,唐新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71682,宋Pro新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70059,宋Pro新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69112,宋Pro新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71681,宋Pro新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66963,宋Pro新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69113,宋Pro新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71627,宋Pro新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66965,宋Pro新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71680,宋Pro新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66964,宋Pro新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66966,宋Pro新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70060,宋Pro新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66951,宋Pro新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72031,元PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71852,元PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71817,元PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66988,元PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71427,元PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71918,元PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66991,元PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66992,元PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66990,元PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66989,元PLUS,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71603,宋L DM-i,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71502,宋L DM-i,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
69065,宋L DM-i,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
68737,宋L DM-i,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
69066,宋L DM-i,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
69265,宋L DM-i,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71473,宋L DM-i,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71628,宋L DM-i,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
69067,宋L DM-i,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71676,宋L DM-i,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71072,海狮05 EV,(标配)后置后驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71057,海狮05 EV,(标配)后置后驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
72236,海狮05 EV,(标配)后置后驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69005,海豚,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
69004,海豚,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
69006,海豚,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71049,海豚,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
66316,海豚,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71050,海豚,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
71048,海豚,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)四连杆式独立悬架,(标配)电动助力,承载式
66930,海豹,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69345,海豹,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71665,海豹,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71664,海豹,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71666,海豹,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
67384,海豹,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
66926,海豹,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69394,海豹,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
66927,海豹,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
67382,海豹,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69392,海豹,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71663,海豹,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
67383,海豹,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
67381,海豹,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
66928,海豹,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
66925,海豹,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
66929,海豹,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
67380,海豹,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69393,海豹,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
70392,海豹06GT,(标配)后置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71667,海豹06GT,(标配)后置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71668,海豹06GT,(标配)后置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
68312,海豹06GT,(标配)双电机四驱,(标配)电动四驱,,(标配)双球节麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
68311,海豹06GT,(标配)后置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
68266,海豹06GT,(标配)后置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71670,海豹06GT,(标配)后置后驱,,,(标配)双球节麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71669,海豹06GT,(标配)双电机四驱,(标配)电动四驱,,(标配)双球节麦弗逊式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71684,元UP,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
66139,元UP,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
69175,元UP,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
67007,元UP,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
66138,元UP,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71256,元UP,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71683,元UP,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
71536,宋L EV,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
68095,宋L EV,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
