CAR_ID,品牌系列,发动机型号,排量_mL,排量_L,进气形式,发动机布局,气缸排列形式,气缸数_个,每缸气门数_个,配气机构,最大马力_Ps,最大功率_kW,最大功率转速_rpm,最大扭矩_N_m,最大扭矩转速_rpm,最大净功率_kW,能源类型,燃油标号,供油方式,缸盖材料,缸体材料,环保标准,最低燃油标号,压缩比,缸径_mm,行程_mm,发动机特有技术
66775,唐新能源,BYD476ZQC,1497,1.5,涡轮增压,横置,L,4,4,DOHC,139,102,无,231,无,96,插电式混合动力,92号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
71682,宋Pro新能源,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
70059,宋Pro新能源,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
69112,宋Pro新能源,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71681,宋Pro新能源,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
66963,宋Pro新能源,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
69113,宋Pro新能源,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71627,宋Pro新能源,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
66965,宋Pro新能源,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71680,宋Pro新能源,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
66964,宋Pro新能源,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
66966,宋Pro新能源,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
70060,宋Pro新能源,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
66951,宋Pro新能源,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71603,宋L DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71502,宋L DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
69065,宋L DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
68737,宋L DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
69066,宋L DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
69265,宋L DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71473,宋L DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71628,宋L DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
69067,宋L DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71676,宋L DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
66930,海豹,无,无,无,无,无,无,无,无,无,231,170,无,380,无,无,纯电动,无,无,无,无,无,无,无,无,无,无
69345,海豹,无,无,无,无,无,无,无,无,无,231,170,无,380,无,无,纯电动,无,无,无,无,无,无,无,无,无,无
71665,海豹,无,无,无,无,无,无,无,无,无,313,230,无,380,无,无,纯电动,无,无,无,无,无,无,无,无,无,无
71664,海豹,无,无,无,无,无,无,无,无,无,313,230,无,380,无,无,纯电动,无,无,无,无,无,无,无,无,无,无
71666,海豹,无,无,无,无,无,无,无,无,无,313,230,无,380,无,无,纯电动,无,无,无,无,无,无,无,无,无,无
67384,海豹,无,无,无,无,无,无,无,无,无,313,230,无,380,无,无,纯电动,无,无,无,无,无,无,无,无,无,无
66926,海豹,无,无,无,无,无,无,无,无,无,530,390,无,690,无,无,纯电动,无,无,无,无,无,无,无,无,无,无
69394,海豹,无,无,无,无,无,无,无,无,无,530,390,无,690,无,无,纯电动,无,无,无,无,无,无,无,无,无,无
66927,海豹,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,15.5,无,无,阿特金森循环
67382,海豹,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,15.5,无,无,阿特金森循环
69392,海豹,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,15.5,无,无,阿特金森循环
71663,海豹,BYD476ZQC,1497,1.5,涡轮增压,横置,L,4,4,DOHC,139,102,5200,231,1350-4000,96,插电式混合动力,92号,直喷,铝合金,铝合金,国VI,无,12.5,无,无,米勒循环
67383,海豹,BYD476ZQC,1497,1.5,涡轮增压,横置,L,4,4,DOHC,139,102,5200,231,1350-4000,96,插电式混合动力,92号,直喷,铝合金,铝合金,国VI,无,12.5,无,无,米勒循环
67381,海豹,BYD476ZQC,1497,1.5,涡轮增压,横置,L,4,4,DOHC,139,102,5200,231,1350-4000,96,插电式混合动力,92号,直喷,铝合金,铝合金,国VI,无,12.5,无,无,米勒循环
66928,海豹,无,无,0.0,无,无,无,无,无,无,204,150,无,310,无,无,纯电动,无,无,无,无,无,无,无,无,无,无
66925,海豹,无,无,0.0,无,无,无,无,无,无,204,150,无,310,无,无,纯电动,无,无,无,无,无,无,无,无,无,无
66929,海豹,无,无,0.0,无,无,无,无,无,无,231,170,无,330,无,无,纯电动,无,无,无,无,无,无,无,无,无,无
67380,海豹,无,无,0.0,无,无,无,无,无,无,313,230,无,360,无,无,纯电动,无,无,无,无,无,无,无,无,无,无
69393,海豹,无,无,0.0,无,无,无,无,无,无,530,390,无,670,无,无,纯电动,无,无,无,无,无,无,无,无,无,无
66740,驱逐舰05,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,15.5,无,无,VVT
69284,驱逐舰05,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,15.5,无,无,VVT
66739,驱逐舰05,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,15.5,无,无,VVT
69283,驱逐舰05,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,15.5,无,无,VVT
66738,驱逐舰05,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,15.5,无,无,VVT
66741,驱逐舰05,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,15.5,无,无,VVT
66734,驱逐舰05,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,15.5,无,无,VVT
66742,驱逐舰05,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,15.5,无,无,VVT
71052,海豹05 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71313,海豹05 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71314,海豹05 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71658,海豹07 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
69348,海豹07 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
69349,海豹07 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
69391,海豹07 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71660,海豹07 DM-i,BYD472ZQB,1498,1.5,涡轮增压,横置,L,4,4,DOHC,156,115,无,225,无,110,插电式混合动力,92号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
71662,海豹07 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
69390,海豹07 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
69347,海豹07 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71659,海豹07 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71661,海豹07 DM-i,BYD472ZQB,1498,1.5,涡轮增压,横置,L,4,4,DOHC,156,115,无,225,无,110,插电式混合动力,92号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
71673,海狮05 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71671,海狮05 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
70058,海狮05 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
69114,海狮05 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71672,海狮05 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
69115,海狮05 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
70057,海狮05 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
71674,海狮05 DM-i,BYD472QC,1498,1.5,自然吸气,横置,L,4,4,DOHC,101,74,无,126,无,70,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
67273,护卫舰07,BYD476ZQC,1497,1.5,涡轮增压,横置,L,4,4,DOHC,139,102,5200,231,1350-4000,96,插电式混合动力,92号,直喷,铝合金,铝合金,国VI,无,12.5,无,无,无
67272,护卫舰07,BYD476ZQC,1497,1.5,涡轮增压,横置,L,4,4,DOHC,139,102,5200,231,1350-4000,96,插电式混合动力,92号,直喷,铝合金,铝合金,国VI,无,12.5,无,无,无
67271,护卫舰07,BYD476ZQC,1497,1.5,涡轮增压,横置,L,4,4,DOHC,139,102,5200,231,1350-4000,96,插电式混合动力,92号,直喷,铝合金,铝合金,国VI,无,12.5,无,无,无
67274,护卫舰07,BYD476ZQC,1497,1.5,涡轮增压,横置,L,4,4,DOHC,139,102,5200,231,1350-4000,96,插电式混合动力,92号,直喷,铝合金,铝合金,国VI,无,12.5,无,无,无
67250,护卫舰07,BYD476ZQC,1497,1.5,涡轮增压,横置,L,4,4,DOHC,139,102,5200,231,1350-4000,96,插电式混合动力,92号,直喷,铝合金,铝合金,国VI,无,12.5,无,无,无
55331,宋MAX新能源,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
55329,宋MAX新能源,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
55328,宋MAX新能源,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
55330,宋MAX新能源,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
55009,宋MAX新能源,BYD472QA,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6000,135,4500,78,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
69842,帕萨特,EA211-DLE,1395,1.4,涡轮增压,横置,L,4,4,DOHC,150,110,4800-5200,250,1550-3200,110,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
69730,帕萨特,DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,92号,直喷,铝合金,铝合金,国VI,无,无,无,无,米勒循环
64997,帕萨特,DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,92号,直喷,铝合金,铝合金,国VI,无,无,无,无,米勒循环
69851,帕萨特,EA888-DTH,1984,2.0,涡轮增压,横置,L,4,4,DOHC,186,137,4150-6000,320,1500-4050,137,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
65369,帕萨特,EA888-DTH,1984,2.0,涡轮增压,横置,L,4,4,DOHC,186,137,4150-6000,320,1500-4050,137,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
69760,帕萨特,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
69854,帕萨特,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
72550,帕萨特,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
69848,帕萨特,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
72549,帕萨特,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
69855,帕萨特,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
69850,帕萨特,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
69849,帕萨特,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
69853,帕萨特,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
65144,帕萨特,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
67732,帕萨特,EA211-DLE,1395,1.4,涡轮增压,横置,L,4,4,DOHC,150,110,4800-5200,250,1550-3200,110,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
69852,帕萨特,EA888-DTH,1984,2.0,涡轮增压,横置,L,4,4,DOHC,186,137,4150-6000,320,1500-4050,137,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
69856,帕萨特,EA888-DTH,1984,2.0,涡轮增压,横置,L,4,4,DOHC,186,137,4150-6000,320,1500-4050,137,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
66451,迈腾,EA211-DLE,1395,1.4,涡轮增压,横置,L,4,4,DOHC,150,110,5000-6000,250,1750-3000,110,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
70441,迈腾,EA211-DLE,1395,1.4,涡轮增压,横置,L,4,4,DOHC,150,110,5000-6000,250,1750-3000,110,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
68101,迈腾,EA211-DLE,1395,1.4,涡轮增压,横置,L,4,4,DOHC,150,110,5000-6000,250,1750-3000,110,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66450,迈腾,EA888-DTH,1984,2.0,涡轮增压,横置,L,4,4,DOHC,186,137,4150-6000,320,1600-4050,137,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
69938,迈腾,EA888-DTH,1984,2.0,涡轮增压,横置,L,4,4,DOHC,186,137,4150-6000,320,1600-4050,137,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
70442,迈腾,DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
69937,迈腾,DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
71364,迈腾,DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
71926,迈腾,DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
71927,迈腾,DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
64819,朗逸,EA211-DRZ,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6200,141,4100,81,汽油,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
64818,朗逸,EA211-DRZ,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6200,141,4100,81,汽油,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
64824,朗逸,EA211-DRZ,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6200,141,4100,81,汽油,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
64821,朗逸,EA211-DRZ,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6200,141,4100,81,汽油,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
64825,朗逸,EA211-DRZ,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6200,141,4100,81,汽油,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
64823,朗逸,EA211-DRZ,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6200,141,4100,81,汽油,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
67521,朗逸,EA211-DRZ,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6200,141,4100,81,汽油,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
64820,朗逸,EA211-DRZ,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6200,141,4100,81,汽油,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
63242,朗逸,EA211-DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,92号,无,无,无,无
70551,朗逸,EA211-DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,92号,无,无,无,无
64826,朗逸,EA211-DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,92号,无,无,无,无
70552,朗逸,EA211-DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,92号,无,无,无,无
69830,朗逸,EA211-DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,92号,无,无,无,无
64822,朗逸,EA211-DRZ,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6200,141,4100,81,汽油,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
61259,朗逸,EA211-DRZ,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6200,141,4100,81,汽油,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
69831,朗逸,EA211-DRZ,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6200,141,4100,81,汽油,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
67522,朗逸,EA211-DRZ,1498,1.5,自然吸气,横置,L,4,4,DOHC,110,81,6200,141,4100,81,汽油,92号,多点电喷,铝合金,铝合金,国VI,无,无,无,无,无
67612,途昂,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
72135,途昂,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
67605,途昂,EA888-DYN,1984,2.0,涡轮增压,横置,L,4,4,DOHC,272,200,5000-6500,400,1700-4500,200,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,可变截面涡轮增压器
67606,途昂,EA888-DYN,1984,2.0,涡轮增压,横置,L,4,4,DOHC,272,200,5000-6500,400,1700-4500,200,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,可变截面涡轮增压器
67603,途昂,EA888-DYN,1984,2.0,涡轮增压,横置,L,4,4,DOHC,272,200,5000-6500,400,1700-4500,200,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,可变截面涡轮增压器
72134,途昂,EA888-DTH,1984,2.0,涡轮增压,横置,L,4,4,DOHC,186,137,4150-6000,320,1500-4050,137,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
67611,途昂,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
71802,途昂,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
67609,途昂,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
67604,途昂,EA888-DTJ/DKX,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
67607,途昂,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
71908,途昂,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
69914,途昂,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
67608,途昂,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
67602,途昂,EA390-DME,2492,2.5,涡轮增压,横置,V,6,4,DOHC,299,220,6000,500,2750-3500,220,汽油,95号,直喷,铝合金,未知,国VI,无,无,无,无,无
67601,途昂,EA390-DME,2492,2.5,涡轮增压,横置,V,6,4,DOHC,299,220,6000,500,2750-3500,220,汽油,95号,直喷,铝合金,未知,国VI,无,无,无,无,无
