CAR_ID,品牌系列,长度_mm,宽度_mm,高度_mm,轴距_mm,前轮距_mm,后轮距_mm,接近角__,离去角__,车身结构,车门开启方式,车门数_个,座位数_个,油箱容积_L,后备厢容积_L,风阻系数_Cd,最小离地间隙_mm,最大涉水深度_mm,最小转弯半径_m,满载最小离地间隙_mm,纵向通过角__,最大爬坡度__,最大载重质量_kg,后排车门开启方式,前备厢容积_L,最大爬坡角度__,空载最小离地间隙_mm,氢瓶容积_L
71680,宋Pro新能源,4738,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,无,无,无,无,5.8,无,无,无,无,无,无,无,无,无
66964,宋Pro新能源,4738,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,无,无,无,无,5.8,无,无,无,无,无,无,无,无,无
66966,宋Pro新能源,4738,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,无,无,无,无,5.8,无,无,无,无,无,无,无,无,无
70060,宋Pro新能源,4738,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,无,无,无,无,5.8,无,无,无,无,无,无,无,无,无
66951,宋Pro新能源,4738,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,无,无,无,无,5.8,无,无,无,无,无,无,无,无,无
72031,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71852,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71817,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66988,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71427,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71918,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66991,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66992,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66990,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66989,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71603,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,无,无,无,5.42,无,无,无,无,无,无,无,无,无
71502,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,无,无,无,5.42,无,无,无,无,无,无,无,无,无
69065,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,无,无,无,5.42,无,无,无,无,无,无,无,无,无
68737,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,无,无,无,5.42,无,无,无,无,无,无,无,无,无
69066,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,无,无,无,5.42,无,无,无,无,无,无,无,无,无
69265,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,无,无,无,5.4,无,无,无,无,无,无,无,无,无
71473,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,无,无,无,5.4,无,无,无,无,无,无,无,无,无
71628,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,无,无,无,5.4,无,无,无,无,无,无,无,无,无
69067,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,无,无,无,5.4,无,无,无,无,无,无,无,无,无
71676,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,无,无,无,5.4,无,无,无,无,无,无,无,无,无
71072,海狮05 EV,4520,1860,1630,2720,1565,1565,20,25,SUV,平开门,(标配)5,(标配)5,无,600,0.280,无,无,4.65,无,无,无,无,无,110,无,无,无
71057,海狮05 EV,4520,1860,1630,2720,1565,1565,20,25,SUV,平开门,(标配)5,(标配)5,无,600,0.280,无,无,4.65,无,无,无,无,无,110,无,无,无
72236,海狮05 EV,4520,1860,1630,2720,1565,1565,20,25,SUV,平开门,(标配)5,(标配)5,无,600,0.280,无,无,4.65,无,无,无,无,无,110,无,无,无
69005,海豚,4125,1770,1570,2700,1530,1530,17,23,两厢车,平开门,(标配)5,(标配)5,无,345-1310,无,无,无,5.25,无,无,无,无,无,无,无,无,无
69004,海豚,4125,1770,1570,2700,1530,1530,17,23,两厢车,平开门,(标配)5,(标配)5,无,345-1310,无,无,无,5.25,无,无,无,无,无,无,无,无,无
69006,海豚,4125,1770,1570,2700,1530,1530,17,23,两厢车,平开门,(标配)5,(标配)5,无,345-1310,无,无,无,5.25,无,无,无,无,无,无,无,无,无
71049,海豚,4150,1770,1570,2700,1530,1530,17,21,两厢车,平开门,(标配)5,(标配)5,无,345-1310,无,无,无,5.25,无,无,无,无,无,无,无,无,无
66316,海豚,4280,1770,1570,2700,1530,1530,15,23,两厢车,平开门,(标配)5,(标配)5,无,345-1310,无,无,无,5.35,无,无,无,无,无,无,无,无,无
71050,海豚,4280,1770,1570,2700,1530,1530,15,23,两厢车,平开门,(标配)5,(标配)5,无,345-1310,无,无,无,5.35,无,无,无,无,无,无,无,无,无
71048,海豚,4280,1770,1570,2700,1530,1530,15,21,两厢车,平开门,(标配)5,(标配)5,无,345-1310,无,无,无,5.35,无,无,无,无,无,无,无,无,无
66930,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,无,无,0.219,无,无,5.7,无,无,无,无,无,无,无,无,无
69345,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,无,无,0.219,无,无,5.7,无,无,无,无,无,无,无,无,无
71665,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,无,无,0.219,无,无,5.7,无,无,无,无,无,无,无,无,无
71664,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,无,无,0.219,无,无,5.7,无,无,无,无,无,无,无,无,无
71666,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,无,无,0.219,无,无,5.7,无,无,无,无,无,无,无,无,无
67384,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,无,无,0.219,无,无,5.7,无,无,无,无,无,无,无,无,无
66926,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,无,无,0.219,无,无,5.7,无,无,无,无,无,无,无,无,无
69394,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,无,无,0.219,无,无,5.7,无,无,无,无,无,无,无,无,无
66927,海豹,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,50,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
67382,海豹,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,50,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
69392,海豹,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,50,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
71663,海豹,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,50,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
67383,海豹,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,50,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
67381,海豹,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,45,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
66928,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,无,无,0.219,无,无,5.7,无,无,无,无,无,无,无,无,无
66925,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,无,无,0.219,无,无,5.7,无,无,无,无,无,无,无,无,无
66929,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,无,无,0.219,无,无,5.7,无,无,无,无,无,无,无,无,无
67380,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,无,无,0.219,无,无,5.7,无,无,无,无,无,无,无,无,无
69393,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,无,无,0.219,无,无,5.7,无,无,无,无,无,无,无,无,无
70392,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,无,1058,无,无,无,5.6,无,无,无,无,无,45,无,无,无
71667,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,无,1058,无,无,无,5.6,无,无,无,无,无,45,无,无,无
71668,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,无,1058,无,无,无,5.6,无,无,无,无,无,45,无,无,无
68312,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,无,1058,无,无,无,5.6,无,无,无,无,无,45,无,无,无
68311,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,无,1058,无,无,无,5.6,无,无,无,无,无,45,无,无,无
68266,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,无,1058,无,无,无,5.6,无,无,无,无,无,45,无,无,无
71670,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,无,1058,无,无,无,5.6,无,无,无,无,无,45,无,无,无
71669,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,无,1058,无,无,无,5.6,无,无,无,无,无,45,无,无,无
71684,元UP,4310,1830,1675,2620,1570,1570,18,23,SUV,平开门,(标配)5,(标配)5,无,1320,无,无,无,5.25,无,无,无,无,无,无,无,无,无
66139,元UP,4310,1830,1675,2620,1570,1570,18,23,SUV,平开门,(标配)5,(标配)5,无,1320,无,无,无,5.25,无,无,无,无,无,无,无,无,无
69175,元UP,4310,1830,1675,2620,1570,1570,18,23,SUV,平开门,(标配)5,(标配)5,无,1320,无,无,无,5.25,无,无,无,无,无,无,无,无,无
67007,元UP,4310,1830,1675,2620,1570,1570,18,23,SUV,平开门,(标配)5,(标配)5,无,1320,无,无,无,5.25,无,无,无,无,无,无,无,无,无
66138,元UP,4310,1830,1675,2620,1570,1570,18,23,SUV,平开门,(标配)5,(标配)5,无,1320,无,无,无,5.25,无,无,无,无,无,无,无,无,无
71256,元UP,4310,1830,1675,2620,1570,1570,18,23,SUV,平开门,(标配)5,(标配)5,无,1320,无,无,无,5.25,无,无,无,无,无,无,无,无,无
71683,元UP,4310,1830,1675,2620,1570,1570,18,23,SUV,平开门,(标配)5,(标配)5,无,1320,无,无,无,5.25,无,无,无,无,无,无,无,无,无
71536,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,无,410-1053,无,无,无,5.7,无,无,无,无,无,48,无,无,无
68095,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,无,410-1053,无,无,无,5.7,无,无,无,无,无,48,无,无,无
71508,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,无,410-1053,无,无,无,5.7,无,无,无,无,无,48,无,无,无
69743,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,无,410-1053,无,无,无,5.7,无,无,无,无,无,48,无,无,无
71503,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,无,410-1053,无,无,无,5.7,无,无,无,无,无,48,无,无,无
69744,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,无,410-1053,无,无,无,5.7,无,无,无,无,无,48,无,无,无
69742,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,无,410-1053,无,无,无,5.7,无,无,无,无,无,48,无,无,无
71679,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,无,410-1053,无,无,无,5.7,无,无,无,无,无,48,无,无,无
66740,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
69284,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
66739,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
69283,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
66738,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
66741,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
66734,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
66742,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
71052,海豹05 DM-i,4780,1837,1515,2718,1580,1590,13,16,三厢车,平开门,(标配)4,(标配)5,65,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
71313,海豹05 DM-i,4780,1837,1515,2718,1580,1590,13,16,三厢车,平开门,(标配)4,(标配)5,65,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
71314,海豹05 DM-i,4780,1837,1515,2718,1580,1590,13,16,三厢车,平开门,(标配)4,(标配)5,65,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
71695,海狮07 EV,4830,1925,1620,2930,1660,1660,16,19,SUV,平开门,(标配)5,(标配)5,无,500,无,无,无,5.85,无,无,无,无,无,58,无,无,无
71693,海狮07 EV,4830,1925,1620,2930,1660,1660,16,19,SUV,平开门,(标配)5,(标配)5,无,500,无,无,无,5.85,无,无,无,无,无,58,无,无,无
68250,海狮07 EV,4830,1925,1620,2930,1660,1660,16,19,SUV,平开门,(标配)5,(标配)5,无,500,无,无,无,5.85,无,无,无,无,无,58,无,无,无
66476,海狮07 EV,4830,1925,1620,2930,1660,1660,16,19,SUV,平开门,(标配)5,(标配)5,无,500,无,无,无,5.85,无,无,无,无,无,58,无,无,无
71692,海狮07 EV,4830,1925,1620,2930,1660,1660,16,19,SUV,平开门,(标配)5,(标配)5,无,500,无,无,无,5.85,无,无,无,无,无,58,无,无,无
71694,海狮07 EV,4830,1925,1620,2930,1660,1660,16,19,SUV,平开门,(标配)5,(标配)5,无,500,无,无,无,5.85,无,无,无,无,无,58,无,无,无
66475,海狮07 EV,4830,1925,1620,2930,1660,1660,16,19,SUV,平开门,(标配)5,(标配)5,无,500,无,无,无,5.85,无,无,无,无,无,58,无,无,无
58503,海狮07 EV,4830,1925,1620,2930,1660,1660,16,19,SUV,平开门,(标配)5,(标配)5,无,500,无,无,无,5.85,无,无,无,无,无,58,无,无,无
71658,海豹07 DM-i,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,70,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
69348,海豹07 DM-i,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,70,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
69349,海豹07 DM-i,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,70,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
69391,海豹07 DM-i,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,70,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
71660,海豹07 DM-i,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,70,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
71662,海豹07 DM-i,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,70,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
69390,海豹07 DM-i,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,70,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
69347,海豹07 DM-i,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,70,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
71659,海豹07 DM-i,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,70,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
71661,海豹07 DM-i,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,70,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
71673,海狮05 DM-i,4710,1880,1720,2712,1573,1582,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,无,无,无,5.8,无,无,无,无,无,无,无,无,无
71671,海狮05 DM-i,4710,1880,1720,2712,1573,1582,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,无,无,无,5.8,无,无,无,无,无,无,无,无,无
70058,海狮05 DM-i,4710,1880,1720,2712,1573,1582,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,无,无,无,5.8,无,无,无,无,无,无,无,无,无
69114,海狮05 DM-i,4710,1880,1720,2712,1573,1582,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,无,无,无,5.8,无,无,无,无,无,无,无,无,无
71672,海狮05 DM-i,4726,1880,1720,2712,1573,1582,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,无,无,无,5.8,无,无,无,无,无,无,无,无,无
69115,海狮05 DM-i,4726,1880,1720,2712,1573,1582,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,无,无,无,5.8,无,无,无,无,无,无,无,无,无
70057,海狮05 DM-i,4726,1880,1720,2712,1573,1582,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,无,无,无,5.8,无,无,无,无,无,无,无,无,无
71674,海狮05 DM-i,4726,1880,1720,2712,1573,1582,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,无,无,无,5.8,无,无,无,无,无,无,无,无,无
67273,护卫舰07,4820,1920,1750,2820,1640,1640,19,22,SUV,平开门,(标配)5,(标配)5,60,无,无,无,无,5.8,无,无,无,无,无,无,无,无,无
67272,护卫舰07,4820,1920,1750,2820,1640,1640,19,22,SUV,平开门,(标配)5,(标配)5,60,无,无,无,无,5.8,无,无,无,无,无,无,无,无,无
67271,护卫舰07,4820,1920,1750,2820,1640,1640,19,22,SUV,平开门,(标配)5,(标配)5,60,无,无,无,无,5.8,无,无,无,无,无,无,无,无,无
67274,护卫舰07,4820,1920,1750,2820,1640,1640,19,22,SUV,平开门,(标配)5,(标配)5,60,无,无,无,无,5.8,无,无,无,无,无,无,无,无,无
67250,护卫舰07,4820,1920,1750,2820,1640,1640,19,22,SUV,平开门,(标配)5,(标配)5,60,无,无,无,无,5.8,无,无,无,无,无,无,无,无,无
67156,比亚迪e2,4260,1760,1530,2610,1490,1470,14,21,两厢车,平开门,(标配)5,(标配)5,无,无,无,无,无,5.4,无,无,25,无,无,无,14,无,无
63011,比亚迪e2,4260,1760,1530,2610,1490,1470,14,21,两厢车,平开门,(标配)5,(标配)5,无,无,无,无,无,5.4,无,无,25,无,无,无,14,无,无
67157,比亚迪e2,4260,1760,1530,2610,1490,1470,14,21,两厢车,平开门,(标配)5,(标配)5,无,无,无,无,无,5.4,无,无,无,无,无,无,无,无,无
62376,元Pro,4375,1785,1680,2535,1525,1535,23,26,SUV,平开门,(标配)5,(标配)5,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62377,元Pro,4375,1785,1680,2535,1525,1535,23,26,SUV,平开门,(标配)5,(标配)5,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62378,元Pro,4375,1785,1680,2535,1525,1535,23,26,SUV,平开门,(标配)5,(标配)5,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69051,秦新能源,4675,1770,1500,2670,1525,1520,13,14,三厢车,平开门,(标配)4,(标配)5,无,450,无,无,无,5.3,无,无,无,无,无,无,无,无,无
69052,秦新能源,4675,1770,1500,2670,1525,1520,13,14,三厢车,平开门,(标配)4,(标配)5,无,450,无,无,无,5.3,无,无,无,无,无,无,无,无,无
55331,宋MAX新能源,4710,1810,1690,2785,1540,1530,15,16,MPV,平开门,(标配)5,(标配)7,52,652,无,无,无,5.8,无,无,无,无,无,无,无,无,无
55329,宋MAX新能源,4710,1810,1880,2785,1540,1530,15,16,MPV,平开门,(标配)5,(标配)6,52,652,无,无,无,5.8,无,无,无,无,无,无,无,无,无
55328,宋MAX新能源,4710,1810,1690,2785,1540,1530,15,16,MPV,平开门,(标配)5,(标配)7,52,652,无,无,无,5.8,无,无,无,无,无,无,无,无,无
55330,宋MAX新能源,4710,1810,1690,2785,1540,1530,15,16,MPV,平开门,(标配)5,(标配)7,52,652,无,无,无,5.8,无,无,无,无,无,无,无,无,无
55009,宋MAX新能源,4710,1810,1880,2785,1540,1530,15,16,MPV,平开门,(标配)5,(标配)6,52,652,无,无,无,5.8,无,无,无,无,无,无,无,无,无
60687,比亚迪e9,4980,1940,1495,2920,1640,1640,13,14,三厢车,平开门,(标配)4,(标配)5,无,无,无,无,无,6.15,无,无,无,无,无,无,无,无,无
60414,比亚迪D1,4390,1850,1650,2800,1590,1590,15,18,MPV,平开门+侧滑门,(标配)5,(标配)5,无,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
63696,比亚迪D1,4390,1850,1650,2800,1590,1590,15,18,MPV,平开门+侧滑门,(标配)5,(标配)5,无,无,无,无,无,5.6,无,无,无,无,无,无,无,无,无
70469,比亚迪e6,4695,1810,1690,2800,1540,1530,15,17,MPV,平开门,(标配)5,(标配)5,无,580,无,无,无,5.65,无,无,无,无,无,无,无,无,无
70470,比亚迪e6,4695,1810,1670,2800,1540,1530,15,17,MPV,平开门,(标配)5,(标配)5,无,580,无,无,无,5.65,无,无,无,无,无,无,无,无,无
51306,比亚迪e3,4450,1760,1520,2610,1490,1470,16,18,三厢车,平开门,(标配)4,(标配)5,无,560,无,无,无,无,无,无,无,无,无,无,无,无,无
52635,比亚迪e3,4450,1760,1520,2610,1490,1470,16,18,三厢车,平开门,(标配)4,(标配)5,无,560,无,无,无,无,无,无,无,无,无,无,无,无,无
69842,帕萨特,4948,1836,1469,2871,1584,1570,14,14,三厢车,平开门,(标配)4,(标配)5,68.5,521,无,无,无,无,无,无,无,无,无,无,无,无,无
69730,帕萨特,5006,1850,1489,2871,1586,1572,13,15,三厢车,平开门,(标配)4,(标配)5,68.5,506,无,无,无,无,无,无,无,无,无,无,无,无,无
64997,帕萨特,5006,1850,1489,2871,1586,1572,13,15,三厢车,平开门,(标配)4,(标配)5,68.5,506,无,无,无,无,无,无,无,无,无,无,无,无,无
69851,帕萨特,4948,1836,1469,2871,1584,1570,14,14,三厢车,平开门,(标配)4,(标配)5,68.5,521,无,无,无,无,无,无,无,无,无,无,无,无,无
65369,帕萨特,4948,1836,1469,2871,1584,1570,14,14,三厢车,平开门,(标配)4,(标配)5,68.5,521,无,无,无,无,无,无,无,无,无,无,无,无,无
69760,帕萨特,4948,1836,1469,2871,1584,1570,14,14,三厢车,平开门,(标配)4,(标配)5,68.5,521,无,无,无,无,无,无,无,无,无,无,无,无,无
69854,帕萨特,4948,1836,1469,2871,1584,1570,14,14,三厢车,平开门,(标配)4,(标配)5,68.5,521,无,无,无,无,无,无,无,无,无,无,无,无,无
72550,帕萨特,4948,1836,1469,2871,1584,1570,14,14,三厢车,平开门,(标配)4,(标配)5,68.5,521,无,无,无,无,无,无,无,无,无,无,无,无,无
69848,帕萨特,4948,1836,1469,2871,1584,1570,14,14,三厢车,平开门,(标配)4,(标配)5,68.5,521,无,无,无,无,无,无,无,无,无,无,无,无,无
72549,帕萨特,5006,1850,1489,2871,1586,1572,13,15,三厢车,平开门,(标配)4,(标配)5,68.5,506,无,无,无,无,无,无,无,无,无,无,无,无,无
69855,帕萨特,5006,1850,1489,2871,1586,1572,13,15,三厢车,平开门,(标配)4,(标配)5,68.5,506,无,无,无,无,无,无,无,无,无,无,无,无,无
69850,帕萨特,5006,1850,1489,2871,1586,1572,13,15,三厢车,平开门,(标配)4,(标配)5,68.5,506,无,无,无,无,无,无,无,无,无,无,无,无,无
69849,帕萨特,5006,1850,1489,2871,1586,1572,13,15,三厢车,平开门,(标配)4,(标配)5,68.5,506,无,无,无,无,无,无,无,无,无,无,无,无,无
69853,帕萨特,5006,1850,1489,2871,1586,1572,13,15,三厢车,平开门,(标配)4,(标配)5,68.5,506,无,无,无,无,无,无,无,无,无,无,无,无,无
65144,帕萨特,5006,1850,1489,2871,1586,1572,13,15,三厢车,平开门,(标配)4,(标配)5,68.5,506,无,无,无,无,无,无,无,无,无,无,无,无,无
67732,帕萨特,4948,1836,1469,2871,1584,1570,14,14,三厢车,平开门,(标配)4,(标配)5,68.5,521,无,无,无,无,无,无,无,无,无,无,无,无,无
69852,帕萨特,4948,1836,1469,2871,1584,1570,14,14,三厢车,平开门,(标配)4,(标配)5,68.5,521,无,无,无,无,无,无,无,无,无,无,无,无,无
69856,帕萨特,4948,1836,1469,2871,1584,1570,14,14,三厢车,平开门,(标配)4,(标配)5,68.5,521,无,无,无,无,无,无,无,无,无,无,无,无,无
66451,迈腾,4866,1832,1479,2871,1584,1570,16,14,三厢车,平开门,(标配)4,(标配)5,66,533,无,无,无,无,无,无,无,无,无,无,无,无,无
70441,迈腾,4866,1832,1479,2871,1584,1570,16,14,三厢车,平开门,(标配)4,(标配)5,66,533,无,无,无,无,无,无,无,无,无,无,无,无,无
68101,迈腾,4866,1832,1479,2871,1584,1570,16,14,三厢车,平开门,(标配)4,(标配)5,66,533,无,无,无,无,无,无,无,无,无,无,无,无,无
66450,迈腾,4866,1832,1479,2871,1584,1570,16,14,三厢车,平开门,(标配)4,(标配)5,66,533,无,无,无,无,无,无,无,无,无,无,无,无,无
