CAR_ID,品牌系列,智享套装2,智能领航辅助Max,智乐套装,智享套装4,智享套装5,智享套装5_1,智驾套装,冬季套装,夜色组件,尊享增强组件,MANUFAKTUR匠心高定套装,智驾套装1,越野技术组件,MANUFAKTUR黑色标志组件,温暖舒适组件,舍克尔山设计组件,舒适组件,非哑光夜色组件豪华版_尊贵外饰组件,哑光夜色组件豪华版_尊贵外饰组件,非哑光夜色组件豪华版_AMG运动组件,哑光夜色组件豪华版_AMG运动组件,夜色组件豪华版DNP,夜色组件哑光版DNM,AMG运动组件DAL,哑光夜色组件,非哑光夜色组件,非哑光夜色组件_豪华版,哑光版夜色组件_豪华版,AMG性能组件,AMG专业越野套装,AMG碳纤维外观组件,AMG夜色组件_豪华版,AMG夜色组件_哑光版,智能领航辅助Plus,畅心醒神功能,AMG_扰流板,夜色组件_1,智能领航辅助Max_1,光影世界,AMG精选套装3,AMG精选套装1,AMG精选套装2,MANUFAKTUR匠心高定套装2,MANUFAKTUR匠心高定套装1,MANUFAKTUR匠心高定套装3,无钥匙进入舒适组件_KEYLESS_GO,智享套装2供应有限,智享套装3,优雅套装,前卫套装,运动套装,AMG精选套装,AMG设计组件,AMG油箱盖,AMG夜色组件II,AMG动态增强版组件,碳纤维设计组件,智能领航辅助Pro,AMG空气动力学组件,AMG夜色组件II_1,AMG动态增强版组件_1,夜色组件套装,AMG风格组件,AMG高性能座椅组件高级版,智乐套装1,MANUFAKTUR内饰组件,后轮主动转向系统10度转向角,智享套装,金色外观套装,舒适套装,高配金色外观套装,娱乐套装1,娱乐套装2,舒适套装2,创新套装,自动泊车辅助系统Pro,自动驾驶辅助系统Pro,娱乐套装3,自动泊车辅助系统Plus,自动驾驶辅助系统Plus,M性能版运动套装,娱乐套装,行车安全辅助系统,自动驾驶辅助功能Plus,碳纤维外饰套装,越野套装,舒享套装,自动泊车辅助Plus套装,自动驾驶辅助Pro套装,舒享套装_1,璀璨水晶质感内饰组件,尊享前排套装,高配金色外观套装_1,娱乐套装_1,M精英驾驶模式,M碳纤维外装组件,M碳纤维桶形座椅,M碳陶瓷高性能卡钳,自动驾驶辅助系统Pro_专业型驾驶辅助系统,增强型驾驶辅助功能,M碳纤维外观组件,自动驾驶辅助Pro套装_1,个性化定制黑色高光外装组件,阳光防护玻璃,M碳陶瓷高性能卡钳金色卡钳,智享升级包,云辇_C智能阻尼车身控制系统,灵鸢_比亚迪智能车载无人机系统,六座臻享组合套装,马牌轮胎,镀银EC智能光感天幕,智能选装包,舒享升舱包,奢享满配包,黑武士运动套件,8_多功能液晶仪表,18寸车轮包,尊贵版大迈包特别版,舒享包,舒享音乐包,至尊特别版,暖冬包,IQ_Drive_智驾管家,车联网_高级信息娱乐系统包,选装包4,选装包2,选装包1,酷黑运动套件选装包,互联准备系统,平视显示系统_智能香氛系统,黑曜套件_21吋静音轮毂,星海流光大灯_前贯穿式双层LED灯带,21吋静音轮毂,司机侧电动座椅,座椅通风包,驾驶辅助包,冬季包,座椅通风及加热包,流星飞雨透光饰板包,Side_Assist变道辅助系统,高光黑运动版专属外观,harman_kardon_哈曼卡顿高级音响系统,ETC,手机无线充电,IQ__360全景,19英寸铝轮辋,珠光白外饰漆,天玄黑哑光外饰漆,前格栅_前VW_Logo发光,30色流星格调氛围套件,酷黑运动套件,IQ_Pilot智能驾驶辅助,车身同色车顶,高阶泊车智能出行套件,高颜专属内饰包,驾驶辅助包2,豪华音响包,科技灯光包,驾驶辅助包3,黑光包17英寸车轮,黑光包18英寸车轮,驾驶辅助包1,预碰撞包,高档冬季包,隐私增强包,21英寸车轮包,豪华冬季包,豪华冬季包_1,黑光包,全景可视泊车系统包,安全包,黑色外饰包,高级灯光包,无钥匙进入包,运动车轮包,冬日暖心包,全景影像_变道辅助包,技术包,豪华包,座椅通风包_1,双色车身,座椅加热包,高级大灯包,躺赢包A,风挡加热包,躺赢包B,IQ_智能导视,专属尊享包,潮酷BEATS导航包,驾控舒适包,CO2热泵空调包,智控驾享包,质享舒适包,IQ__Light灵眸矩阵,智享冬季套件,宝贝无忧选装包,便捷安全包,舒适包,纯黑车顶,高级外后视镜,冬季暖享套装,夏季舒享套装,CO2热泵空调系统,舒适尾门包,变道辅助系统,金色装饰套件,冬季升级包,DCC自适应底盘调节系统,黑光运动套件,ETC_1,IQ___360全景,珠光白外饰漆_1,INS流星飞雨透光饰板包,深色玻璃包,驾驶员侧座椅带记忆功能,奥迪手机盒子,360度影像系统,奥迪侧向辅助及奥迪预安全后部版,奥迪高清矩阵LED大灯,城市行车辅助包,旅行驾驶辅助包,前排舒适型座椅,城市驾驶辅助包,数字化OLED后尾灯,奥迪扩展黑色外观套装,泊车辅助包,城市驾驶辅助包_1,车身黑色标识1,防眩目视镜装备包,后视辅助泊车舒适包,视觉氛围灯升级装备包1,领潮至享套装_Lite,奥迪Pro领航套装增强版L2_级别,前排安全包,奥迪黑色外观套件,奥迪扩展黑色外观套件,城市驾驶辅助系统,全景影像自动泊车系统,S_line外观包,后排安全包,龙年典藏版装备包,高清矩阵式LED大灯,奥迪侧向辅助系统,智能泊车系统,动态四轮转向,高清矩阵式LED熏黑大灯,导航包,后排静音隐私套装,加热记忆套装,智能泊车辅助套装,Audi_AI_Pro领航套装,七座尊享套装,六座前排尊享套装,奥迪主动车道保持,变道辅助带预安全系统后部版,驻车辅助包,自适应驾驶辅助系统,城市及驻车辅助包,数字OLED后尾灯,城市辅助系统包,自适应巡航包,奥迪全方位辅助包_高端版,记忆守护套装,冬暖套装,智能泊车套装,6座尊享套装,高级悬挂套件,超级运动竞速包,记忆包,城市包,前排温暖舒适包,前后排温暖舒适包,奥迪设计内饰包,全真皮装备包,奥迪专享个性化颜色,奥迪专享个性化哑光颜色,后排温暖舒适包,奥迪手机盒子和天线信号放大器装备包,尊享包,竞技悬架包,陶瓷刹车,外后视镜选装包,10辐梯形21英寸轮圈轮胎组合,5双辐凹面21英寸轮圈轮胎组合,ACP时尚套件,型酷套装,车家互联,单色车身颜色,双色车身颜色,安心舒享包,安心舒享包PLUS,特别驾驶模式后驱版,智驾辅助系统升级包,个性套装,特别驾驶模式四驱版,极速选装包,舒享选装包,舒享音乐舱,零感科技舱,驾享舒适组件,GTS运动组件,Turbo_50_周年_Heritage_Design_组件,Rallye_拉力设计组件,不带防滚架的魏斯阿赫组件,魏斯阿赫组件,创新组件,越野设计组件,越野设计组件_维苏威灰色涂漆,越野设计组件包括高光黑色涂漆,基础辅助驾驶,增强辅助驾驶,智能辅助驾驶,增强版自动辅助驾驶功能,Yoke_方向盘,寒区冬季极热空调,一键舒躺尊享副驾座椅,科技麂皮云顶,加热包,科技包,红光闪耀前旗标灯,礼尊灯光包,豪华尊享包,后排调光玻璃,智享驾趣包,刺绣主题包,专属个性包,内饰颜色包,外观升级包,外饰颜色包,内饰升级包,至尚风范包,舒享内饰包,座椅包,炫酷包,熏黑车顶,智驾包,个性包,19寸轮毂,外观颜色包,钟表表盘颜色,高档羊毛脚垫,座椅升级包,座椅舒适包,运动舒适包,高级音响包,影音娱乐包,智能驾驶包,便捷充电包,抬头显示包,R22轮毂,权益包,律动氛围包,尊享座椅包,先进科技包,运动套件,运动套件_1,舒享座椅包,舒享座椅包_1,高级皮质选装包,智能安全辅助套装,先进智能套装,先进舒适套装,高性能20英寸轮毂套装,白色专属轮眉,高效太阳能充电穹顶,轮胎修理包,智能导航套装,真皮舒适套装,智能泊车助手套装,高效太阳能充电穹顶包,GS改装套件,17吋双五辐熏黑轮毂,尊享影音套装,驾趣升级原厂选装包,臻选内饰套装,全新一代Super_Cruise超级辅助驾驶系统,车载手机支架,米家前风挡遮阳伞,米家车载舒适头枕,对讲机充电座,米家多功能强光手电筒,拾音氛围灯,车载前备箱收纳盒,全景天幕遮阳帘,椅背平板支架套裝,智能香氛机套装,车载后备箱收纳盒,小米对讲机3,车载K歌麦克风,中控屏物理按鍵,户外蓝牙音箱,智能双表盘,智能底盘氛围灯,高性能制动套装,Xiaomi_Pilot_Pro增强功能,Xiaomi_Pilot_Max高阶功能,24K金_碳纤维车标,U型风刀_大前铲,尾部主动扩散器,Classic经典拉花,碳纤维中控台饰板,碳纤维内饰套装,碳纤维车顶,碳纤维双风道前舱盖,竞速套装,泼墨环保麂皮内饰,翠羽幻彩套装,豪华麂皮内饰,星辰包,双色流光音响套装,双色黑耀套装,旗舰选装包,舒适科技包,萌趣智慧包,来电科技包,悬浮双色车身,潮酷装备,狠人装备,竞速装备,天宫选装包,潮玩越野包,趣野AT胎套装
70233,奥迪A3,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
64864,奥迪A3,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
64863,奥迪A3,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
64862,奥迪A3,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
64855,奥迪A3,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69762,奥迪A3,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
64860,奥迪A3,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
64865,奥迪A3,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
64866,奥迪A3,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66886,奥迪A7L,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,包含：激光雷达ACC全速域自适应巡航、交通标志识别的摄像头识别及实时显示、变道辅助、开门及倒车预警、车道保持辅助带紧急状态介入、组合式后部预碰撞安全系统、前方交叉路口交通辅助系统、3D全景影像、自动泊车辅助（IPA）、离车智能泊车（RPA）、四辐多功能真皮方向盘，带换挡拨片及加热功能、Bang＆Olufsen 3D环绕音响系统、多层隔音玻璃、后排隐私玻璃、不锈钢踏板、金属光泽按键，带触控反馈的钢琴烤漆按键,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
