CAR_ID,品牌系列,座椅材质,主座椅调节方式,副座椅调节方式,主_副驾驶座电动调节,前排座椅功能,电动座椅记忆功能,副驾驶位后排可调节按钮,第二排座椅调节,第二排座椅电动调节,第二排座椅功能,后排座椅放倒形式,前_后中央扶手,后排杯架,运动风格座椅,座椅布局,后排座椅电动放倒,加热_制冷杯架,后排小桌板,第二排独立座椅,第三排座椅功能,头颈暖风系统,第三排座椅调节,第三排座椅电动调节,零重力座椅,福祉座椅,前后移动扶手箱,可升降前后排车厢隔断
69513,宋PLUS新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69210,宋PLUS新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69252,宋PLUS新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71481,宋PLUS新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71470,宋PLUS新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71520,宋PLUS新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69514,宋PLUS新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
72520,宋PLUS新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71525,宋PLUS新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69512,宋PLUS新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71480,宋PLUS新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
72208,唐L,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)驾驶位,(标配),"(标配)前后调节,(标配)靠背调节",无,"(标配)加热,(标配)通风,(标配)按摩",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
72468,唐L,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)驾驶位,(标配),"(标配)前后调节,(标配)靠背调节",无,"(标配)加热,(标配)通风,(标配)按摩",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
71390,唐L,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)驾驶位,(标配),"(标配)前后调节,(标配)靠背调节",无,"(标配)加热,(标配)通风,(标配)按摩",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
71391,唐L,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)驾驶位,(标配),"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
71291,唐L,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)驾驶位,(标配),"(标配)前后调节,(标配)靠背调节",无,"(标配)加热,(标配)通风,(标配)按摩",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
71389,唐L,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)驾驶位,(标配),"(标配)前后调节,(标配)靠背调节",无,"(标配)加热,(标配)通风,(标配)按摩",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
70346,夏,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),无,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,无,无,无,(标配),无,无,"(标配)前后调节,(标配)靠背调节",无,无,无,无,无
72517,夏,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩(仅驾驶位)",无,(标配),"(标配)前后调节,(标配)靠背调节,(标配)腰部调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,(标配),无,(标配),(标配),无,无,"(标配)前后调节,(标配)靠背调节",(标配),无,无,无,无
71228,夏,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩(仅驾驶位)",(标配)后排,(标配),"(标配)前后调节,(标配)靠背调节,(标配)腰部调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,(标配),无,(标配),(标配),无,无,"(标配)前后调节,(标配)靠背调节",(标配),无,无,无,无
69726,夏,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩(仅驾驶位),(标配)头枕扬声器","(标配)驾驶位,(标配)副驾驶位,(标配)后排",(标配),"(标配)前后调节,(标配)靠背调节,(标配)腰部调节,(标配)腿托调节",(标配),"(标配)加热,(标配)通风,(标配)按摩,(标配)头枕扬声器",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,(标配),无,(标配),(标配),无,无,"(标配)前后调节,(标配)靠背调节",(标配),无,无,无,无
71227,夏,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),无,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-3,无,无,无,(标配),无,无,"(标配)前后调节,(标配)靠背调节",无,无,无,无,无
71489,海豹06新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无
66640,海豹06新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无
66680,海豹06新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无
68514,海豹06新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无
71468,海豹06新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无
71469,海豹06新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无
71467,海豹06新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无
68516,海豹06新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无
71675,海豹06新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无
68515,海豹06新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无
71700,唐新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
67875,唐新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩",无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
67874,唐新能源,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
67879,唐新能源,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
71699,唐新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),无,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
67877,唐新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
66835,唐新能源,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
67878,唐新能源,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
66858,唐新能源,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(选配)按摩",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节,(选配)腰部调节",(选配),"(选配)加热,(选配)通风,(选配)按摩",(标配)比例放倒,前(标配) / 后(标配),(标配),无,"(标配)2-3-2,(选配)2-2-2",无,无,无,(选配),无,无,无,无,无,无,无,无
70476,唐新能源,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(选配)按摩",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节,(选配)腰部调节",(选配),"(选配)加热,(选配)通风,(选配)按摩",(标配)比例放倒,前(标配) / 后(标配),(标配),无,"(标配)2-3-2,(选配)2-2-2",无,无,无,(选配),无,无,无,无,无,无,无,无
66857,唐新能源,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节,(标配)腰部调节",(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-2-2,无,无,无,(标配),无,无,无,无,无,无,无,无
71701,唐新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
67876,唐新能源,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(选配)按摩",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节,(选配)腰部调节",(选配),"(选配)加热,(选配)通风,(选配)按摩",(标配)比例放倒,前(标配) / 后(标配),(标配),无,"(标配)2-3-2,(选配)2-2-2",无,无,无,(选配),无,无,无,无,无,无,无,无
70475,唐新能源,(标配)翻毛材质,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
71702,唐新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
70416,唐新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
70454,唐新能源,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
66775,唐新能源,(标配)真皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
71682,宋Pro新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
70059,宋Pro新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69112,宋Pro新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71681,宋Pro新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66963,宋Pro新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69113,宋Pro新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71627,宋Pro新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66965,宋Pro新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71680,宋Pro新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66964,宋Pro新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66966,宋Pro新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
70060,宋Pro新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66951,宋Pro新能源,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
72031,元PLUS,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71852,元PLUS,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71817,元PLUS,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66988,元PLUS,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71427,元PLUS,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71918,元PLUS,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无
