CAR_ID,品牌系列,车型名称,厂商指导价_元,厂商,级别,能源类型,环保标准,上市时间,最大功率_kW,最大扭矩_N_m,变速箱,车身结构,发动机,长_宽_高_mm,官方0_100km_h加速_s,最高车速_km_h,WLTC综合油耗_L_100km,整车质保,整备质量_kg,最大满载质量_kg,官方0_50km_h加速_s,WLTC纯电续航里程_km,电池快充时间_小时,电池慢充时间_小时,电池快充电量范围__,电池慢充电量范围__,电动机_Ps,最低荷电状态油耗_L_100kmWLTC,电能当量燃料消耗量_L_100km,CLTC纯电续航里程_km,最低荷电状态油耗_L_100km,油电综合燃料消耗量_L_100km,NEDC综合油耗_L_100km,NEDC纯电续航里程_km,实测0_100km_h加速_s,实测100_0km_h制动_m,实测油耗_L_100km,实测续航里程_km,最低荷电状态油耗_L_100kmNEDC,实测快充时间_小时,实测最低荷电状态油耗_L_100km,实测平均电耗_kWh_100km,实测电池快充电量范围__,准拖挂车总质量_kg,首任车主质保政策,最低荷电状态油耗_L_100kmCLTC,官方100_0km_h制动_m
70923,奔驰GLE AMG,奔驰GLE AMG 2024款 AMG GLE 63 S 4MATIC+,162.68万,梅赛德斯-AMG,中大型SUV,汽油+48V轻混系统,国VI,2023.08,450,850,9挡手自一体,5门5座SUV,4.0T 612马力 V8,4947*2015*1782,4.1,250,12.41,(标配)三年不限公里,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70213,奔驰GLC轿跑,奔驰GLC轿跑 2025款 GLC 260 4MATIC 轿跑SUV,48.95万,奔驰(进口),中型SUV,汽油+48V轻混系统,国VI,2024.11,150,320,9挡手自一体,5门5座SUV跨界车,2.0T 204马力 L4,4769*1920*1603,8.1,212,7.25,(标配)三年不限公里,1960,2535,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70214,奔驰GLC轿跑,奔驰GLC轿跑 2025款 GLC 300 4MATIC 轿跑SUV,56.60万,奔驰(进口),中型SUV,汽油+48V轻混系统,国VI,2024.11,190,400,9挡手自一体,5门5座SUV跨界车,2.0T 258马力 L4,4769*1920*1603,6.4,223,7.4,(标配)三年不限公里,1965,2535,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66516,奔驰C级AMG,奔驰C级AMG 2024款 改款 AMG C 43 4MATIC,61.52万,梅赛德斯-AMG,中型车,汽油+48V轻混系统,国VI,2024.01,300,500,9挡手自一体,4门5座三厢车,2.0T 408马力 L4,4787*1824*1450,4.6,250,8.78,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66517,奔驰C级AMG,奔驰C级AMG 2024款 改款 AMG C 43 4MATIC 旅行轿车 特别版,70.08万,梅赛德斯-AMG,中型车,汽油+48V轻混系统,国VI,2024.01,300,500,9挡手自一体,5门5座旅行车,2.0T 408马力 L4,4787*1824*1469,4.7,250,8.95,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70273,奔驰GLE新能源,奔驰GLE新能源 2025款 GLE 400 e 4MATIC,82.48万,奔驰(进口),中大型SUV,插电式混合动力,国VI,2024.10,280,650,9挡手自一体,5门5座SUV,2.0T 252马力 L4,4927*2018*1782,6.5,210,1.91,(标配)三年不限公里,2706,3200,无,100,0.33,2.5,10-80,0-100,136,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71115,奔驰A级AMG,奔驰A级AMG 2024款 改款 AMG A 35 L 4MATIC,41.13万,北京奔驰,紧凑型车,汽油+48V轻混系统,国VI,2024.03,225,400,8挡湿式双离合,4门5座三厢车,2.0T 306马力 L4,4630*1796*1416,5.1,250,7.72,(标配)三年不限公里,1642,2160,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71170,奔驰CLE AMG,奔驰CLE AMG 2025款 AMG CLE 53 4MATIC+ 轿跑车,71.88万,梅赛德斯-AMG,跑车,汽油+48V轻混系统,国VI,2024.12,330,560,9挡手自一体,2门4座硬顶跑车,3.0T 449马力 L6,4853*1935*1430,4.2,250,8.99,无,1986,2420,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
65910,奔驰GLB AMG,奔驰GLB AMG 2024款 AMG GLB 35 4MATIC,46.37万,梅赛德斯-AMG,紧凑型SUV,汽油+48V轻混系统,国VI,2023.11,225,400,8挡湿式双离合,5门5座SUV,2.0T 306马力 L4,4658*1845*1662,5.5,250,8.82,(标配)三年不限公里,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71116,奔驰A级AMG(进口),奔驰A级AMG(进口) 2024款 改款 AMG A 45 S 4MATIC+,56.37万,梅赛德斯-AMG,紧凑型车,汽油,国VI,2024.06,310,500,8挡湿式双离合,5门5座两厢车,2.0T 422马力 L4,4453*1850*1414,3.9,270,8.78,(标配)三年不限公里,1677,2130,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68606,奔驰A级AMG(进口),奔驰A级AMG(进口) 2024款 AMG A 45 S 4MATIC+ 魔焰绿特别版,59.46万,梅赛德斯-AMG,紧凑型车,汽油,国VI,2024.06,310,500,8挡湿式双离合,5门5座两厢车,2.0T 422马力 L4,4453*1850*1414,3.9,270,8.78,(标配)三年不限公里,1677,2130,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66533,奔驰A级AMG(进口),奔驰A级AMG(进口) 2024款 改款 AMG A 35 4MATIC,40.47万,梅赛德斯-AMG,紧凑型车,汽油+48V轻混系统,国VI,2024.07,225,400,8挡湿式双离合,5门5座两厢车,2.0T 306马力 L4,4447*1797*1410,4.7,250,8.06,(标配)三年不限公里,1626,2120,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68559,奔驰E级新能源,奔驰E级新能源 2024款 E 350 e L 插电式混合动力轿车,53.86万,北京奔驰,中大型车,插电式混合动力,国VI,2024.06,230,550,9挡手自一体,4门5座三厢车,2.0T 204马力 L4,5092*1880*1489,7.2,234,1.23,(标配)三年不限公里,2255,2850,无,106,0.35,3,10-80,10-100,129,6.50,1.97,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
65775,奔驰E级新能源,奔驰E级新能源 2024款 E 350 e L 插电式混合动力运动轿车,53.86万,北京奔驰,中大型车,插电式混合动力,国VI,2024.06,230,550,9挡手自一体,4门5座三厢车,2.0T 204马力 L4,5092*1880*1489,7.2,234,1.23,(标配)三年不限公里,2255,2850,无,106,0.35,3,10-80,10-100,129,6.50,1.97,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70754,奔驰EQE,奔驰EQE 2025款 500 4MATIC 先锋版,47.80万,北京奔驰,中大型车,纯电动,无,2024.11,300,858,无,4门5座三厢车,无,4969*1906*1514,4.9,200,无,(标配)三年不限公里,2515,2970,无,无,0.62,13,10-80,10-100,408,无,1.76,681,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70753,奔驰EQE,奔驰EQE 2025款 500 4MATIC 豪华版,49.60万,北京奔驰,中大型车,纯电动,无,2024.11,300,858,无,4门5座三厢车,无,4969*1906*1514,4.9,200,无,(标配)三年不限公里,2515,2970,无,无,0.62,13,10-80,10-100,408,无,1.76,681,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69750,奔驰EQE,奔驰EQE 2025款 500 4MATIC 旗舰版,62.70万,北京奔驰,中大型车,纯电动,无,2024.11,300,858,无,4门5座三厢车,无,4969*1906*1514,4.9,200,无,(标配)三年不限公里,2515,2970,无,无,0.62,13,10-80,10-100,408,无,1.76,681,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69333,奔驰EQB,奔驰EQB 2025款 EQB 260,35.20万,北京奔驰,紧凑型SUV,纯电动,无,2024.08,140,380,无,5门5座SUV,无,4684*1834*1693,8.8,160,无,(标配)待查,2072,2520,无,无,0.75,10.25,10-80,无,190,无,1.53,600,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69332,奔驰EQB,奔驰EQB 2025款 EQB 350 4MATIC,42.80万,北京奔驰,紧凑型SUV,纯电动,无,2024.08,215,520,无,5门7座SUV,无,4684*1834*1706,6.3,160,无,(标配)待查,2197,2770,无,无,0.75,10.25,10-80,无,292,无,1.78,512,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71114,奔驰CLA AMG,奔驰CLA AMG 2025款 AMG CLA 35 4MATIC,45.47万,梅赛德斯-AMG,紧凑型车,汽油+48V轻混系统,国VI,2024.12,225,400,8挡湿式双离合,4门5座三厢车,2.0T 306马力 L4,4692*1834*1408,4.9,250,7.85,(标配)三年不限公里,1672,2155,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68688,奔驰CLA AMG,奔驰CLA AMG 2024款 改款 AMG CLA 45 S 4MATIC+,62.55万,梅赛德斯-AMG,紧凑型车,汽油,国VI,2024.06,310,500,8挡湿式双离合,4门5座三厢车,2.0T 421马力 L4,4701*1857*1413,4.1,270,8.57,(标配)三年不限公里,1708,2175,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69334,奔驰EQA,奔驰EQA 2025款 EQA 260,32.20万,北京奔驰,紧凑型SUV,纯电动,无,2024.08,140,380,无,5门5座SUV,无,4463*1849*1619,8.6,160,无,(标配)三年不限公里,2029,2455,无,无,0.75,10.25,10-80,10-100,190,无,1.47,619,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63847,奔驰GLC AMG,奔驰GLC AMG 2024款 AMG GLC 43 4MATIC,66.67万,梅赛德斯-AMG,中型SUV,汽油+48V轻混系统,国VI,2024.04,310,500,9挡手自一体,5门5座SUV,2.0T 421马力 L4,4749*1938*1640,4.8,250,10.13,(标配)三年不限公里,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62313,奔驰GLS AMG,奔驰GLS AMG 2024款 AMG GLS 63 4MATIC+,247.10万,梅赛德斯-AMG,大型SUV,汽油+48V轻混系统,国VI,2023.11,450,850,9挡手自一体,5门7座SUV,4.0T 612马力 V8,5234*2030*1836,4.4,250,12.83,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70838,奔驰GLE轿跑,奔驰GLE轿跑 2025款 GLE 350 4MATIC 轿跑SUV 时尚型,84.38万,奔驰(进口),中大型SUV,汽油+48V轻混系统,国VI,2024.11,190,400,9挡手自一体,5门5座SUV跨界车,2.0T 258马力 L4,4941*2018*1716,7.4,220,8.8,(标配)三年不限公里,2176,2750,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70837,奔驰GLE轿跑,奔驰GLE轿跑 2025款 GLE 350 4MATIC 轿跑SUV 豪华型,87.38万,奔驰(进口),中大型SUV,汽油+48V轻混系统,国VI,2024.11,190,400,9挡手自一体,5门5座SUV跨界车,2.0T 258马力 L4,4941*2018*1716,7.4,220,8.8,(标配)三年不限公里,2176,2750,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70836,奔驰GLE轿跑,奔驰GLE轿跑 2025款 GLE 450 4MATIC 轿跑SUV 时尚型,89.58万,奔驰(进口),中大型SUV,汽油+48V轻混系统,国VI,2024.11,270,500,9挡手自一体,5门5座SUV跨界车,2.5T 367马力 L6,4941*2018*1716,5.9,250,9.1,(标配)三年不限公里,2293,2850,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70835,奔驰GLE轿跑,奔驰GLE轿跑 2025款 GLE 450 4MATIC 轿跑SUV 豪华型,94.78万,奔驰(进口),中大型SUV,汽油+48V轻混系统,国VI,2024.11,270,500,9挡手自一体,5门5座SUV跨界车,2.5T 367马力 L6,4941*2018*1716,5.9,250,9.5,(标配)三年不限公里,2305,2850,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
59841,奔驰B级,奔驰B级 2022款 改款二 B 200 动感型,26.98万,奔驰(进口),紧凑型车,汽油,国VI,2022.09,120,250,7挡湿式双离合,5门5座两厢车,1.3T 163马力 L4,4423*1796*1555,8.5,223,6.13,(标配)三年不限公里,1426,1960,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
59842,奔驰B级,奔驰B级 2022款 改款二 B 200 时尚型,28.38万,奔驰(进口),紧凑型车,汽油,国VI,2022.09,120,250,7挡湿式双离合,5门5座两厢车,1.3T 163马力 L4,4423*1796*1555,8.5,223,6.13,(标配)三年不限公里,1426,1960,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
59847,奔驰A级(进口),奔驰A级(进口) 2022款 改款二 A 200 动感型,26.38万,奔驰(进口),紧凑型车,汽油,国VI,2022.09,120,250,7挡湿式双离合,5门5座两厢车,1.3T 163马力 L4,4419*1796*1432,8.3,225,6.05,(标配)三年不限公里,1378,1885,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
59846,奔驰A级(进口),奔驰A级(进口) 2022款 改款二 A 200 时尚型,27.38万,奔驰(进口),紧凑型车,汽油,国VI,2022.09,120,250,7挡湿式双离合,5门5座两厢车,1.3T 163马力 L4,4419*1796*1432,8.3,225,6.05,(标配)三年不限公里,1378,1885,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
60934,奔驰E级AMG,奔驰E级AMG 2023款 AMG E 53 4MATIC+,96.16万,梅赛德斯-AMG,中大型车,汽油+48V轻混系统,国VI,2022.12,320,520,9挡手自一体,4门5座三厢车,3.0T 435马力 L6,4955*1860*1450,4.5,250,9.62,(标配)三年不限公里,2014,2495,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69745,奔驰C级新能源,奔驰C级新能源 2025款 C 350 eL,41.06万,北京奔驰,中型车,插电式混合动力,国VI,2024.09,250,600,9挡手自一体,4门5座三厢车,2.0T 204马力 L4,4882*1820*1450,6.4,235,0.99,(标配)三年不限公里,2130,2655,无,126,0.5,3.5,10-80,10-100,129,无,3.09,无,6.46,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71974,奔驰C级新能源,奔驰C级新能源 2025款 改款 C 350 eL,41.06万,北京奔驰,中型车,插电式混合动力,国VI,2025.02,250,600,9挡手自一体,4门5座三厢车,2.0T 204马力 L4,4882*1820*1450,6.4,235,0.99,(标配)三年不限公里,2130,2655,无,126,0.5,3.5,10-80,10-100,129,无,无,无,6.46,3.09,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
64290,奔驰SL级AMG,奔驰SL级AMG 2024款 AMG SL 63 4MATIC+,199.98万,梅赛德斯-AMG,跑车,汽油,国VI,2023.08,430,800,9挡手自一体,2门4座软顶敞篷车,4.0T 585马力 V8,4705*1915*1360,3.6,315,12.45,无,1970,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
61685,奔驰EQS,奔驰EQS 2023款 450+ 先锋版,88.10万,梅赛德斯-EQ,大型车,纯电动,无,2023.02,245,568,无,5门5座掀背车,无,5227*1926*1512,6.4,200,无,(标配)三年不限公里,2490,3025,无,无,0.62,无,80,无,333,无,1.60,813,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
61683,奔驰EQS,奔驰EQS 2023款 450+ 豪华版,99.20万,梅赛德斯-EQ,大型车,纯电动,无,2023.02,245,568,无,5门5座掀背车,无,5224*1926*1512,6.4,200,无,(标配)三年不限公里,2530,3025,无,无,0.62,无,80,无,333,无,1.65,813,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
61684,奔驰EQS,奔驰EQS 2023款 580 4MATIC,133.90万,梅赛德斯-EQ,大型车,纯电动,无,2023.02,380,855,无,5门5座掀背车,无,5224*1926*1517,4.4,200,无,(标配)三年不限公里,2690,3135,无,无,0.62,无,80,无,517,无,1.89,720,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
67883,奔驰G级新能源,奔驰G级新能源 2025款 G580 首发特别版,217.00万,梅赛德斯-EQ,中大型SUV,纯电动,无,2024.11,432,1164,无,5门5座SUV,无,4728*1984*1992,4.9,170,无,(标配)三年不限公里,3090,3500,无,无,0.62,18.81,10-80,10-100,588,无,2.61,571,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68027,奔驰GLC轿跑 AMG,奔驰GLC轿跑 AMG 2024款 AMG GLC 43 4MATIC 轿跑SUV,69.90万,梅赛德斯-AMG,中型SUV,汽油+48V轻混系统,国VI,2024.04,310,500,9挡手自一体,5门5座SUV跨界车,2.0T 421马力 L4,4792*1938*1608,4.8,250,9.96,(标配)三年不限公里,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68264,奔驰GLC新能源,奔驰GLC新能源 2025款 350 e L 4MATIC 典藏版,51.80万,北京奔驰,中型SUV,插电式混合动力,国VI,2024.12,250,600,9挡手自一体,5门5座SUV,2.0T 204马力 L4,4826*1938*1696,6.9,204,1.27,(标配)三年不限公里,2420,2930,无,115,0.5,4.5,10-80,0-100,156,7.4,无,无,无,3.78,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71117,奔驰S级AMG新能源,奔驰S级AMG新能源 2024款 AMG S 63 L E Performance,263.80万,梅赛德斯-AMG,大型车,插电式混合动力,国VI,2024.04,590,1430,9挡手自一体,4门5座三厢车,4.0T 611马力 V8,5336*1921*1516,3.3,250,无,无,无,3145,无,无,无,无,无,无,190,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
67865,奔驰S级AMG新能源,奔驰S级AMG新能源 2024款 AMG S 63 L E Performance 首发特别版,285.30万,梅赛德斯-AMG,大型车,插电式混合动力,国VI,2024.04,590,1430,9挡手自一体,4门5座三厢车,4.0T 611马力 V8,5336*1921*1516,3.3,250,无,无,无,3145,无,无,无,无,无,无,190,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
65986,奔驰S级新能源,奔驰S级新能源 2025款 S 450 e L 插电式混合动力轿车,130.83万,奔驰(进口),大型车,插电式混合动力,国VI,2025.02,无,无,9挡手自一体,4门5座三厢车,3.0T 299马力 L6,5290*1921*1503,6.4,250,1.44,无,2490,3005,无,108,0.33,3.25,80,无,150,无,2.23,无,7.30,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71822,奔驰S级新能源,奔驰S级新能源 2024款 S 450 e L 插电式混合动力轿车,130.83万,奔驰(进口),大型车,插电式混合动力,国VI,2023.11,无,无,9挡手自一体,4门5座三厢车,3.0T 299马力 L6,5290*1921*1503,6.4,250,1.44,无,2490,3005,无,108,0.33,3.25,80,无,150,无,2.23,无,7.30,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
72446,奔驰GLA AMG,奔驰GLA AMG 2025款 AMG GLA 35 4MATIC,44.55万,梅赛德斯-AMG,紧凑型SUV,汽油+48V轻混系统,国VI,2025.04,225,400,8挡湿式双离合,5门5座SUV,2.0T 306马力 L4,4446*1849*1590,5.2,250,8.52,(标配)三年或10万公里,1762,2250,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
65909,奔驰GLA AMG,奔驰GLA AMG 2024款 AMG GLA 35 4MATIC,44.50万,梅赛德斯-AMG,紧凑型SUV,汽油+48V轻混系统,国VI,2023.11,225,400,8挡湿式双离合,5门5座SUV,2.0T 306马力 L4,4446*1849*1590,5.2,250,8.52,(标配)三年或10万公里,1762,2250,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68011,迈巴赫EQS SUV,迈巴赫EQS SUV 2024款 EQS 680 礼乐版,159.50万,梅赛德斯-迈巴赫,大型SUV,纯电动,无,2024.04,470,950,无,5门4座SUV,无,5135*2034*1721,4.5,200,无,无,无,无,无,无,0.61,无,10-80,无,638,无,2.17,611,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68012,迈巴赫EQS SUV,迈巴赫EQS SUV 2024款 EQS 680 礼尚版,191.50万,梅赛德斯-迈巴赫,大型SUV,纯电动,无,2024.04,470,950,无,5门4座SUV,无,5135*2034*1721,4.5,200,无,无,无,无,无,无,0.61,无,10-80,无,638,无,2.17,611,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
67866,奔驰C级AMG新能源,奔驰C级AMG新能源 2024款 AMG C 63 S E PERFORMANCE F1特别版,119.18万,梅赛德斯-AMG,中型车,插电式混合动力,国VI,2024.04,500,1020,9挡手自一体,4门5座三厢车,2.0T 476马力 L4,4842*1900*1457,3.4,280,7.95,无,无,无,无,无,无,无,无,无,204,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71311,AMG GT新能源,AMG GT新能源 2025款 63 S E Performance,228.55万,梅赛德斯-AMG,跑车,插电式混合动力,国VI,2025.01,600,1420,9挡手自一体,3门4座硬顶跑车,4.0T 612马力 V8,4729*1984*1354,2.8,315,8.45,(标配)三年不限公里,2177,2520,无,无,无,无,无,无,204,无,无,13,10.81,9.25,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
61518,迈巴赫S级新能源,迈巴赫S级新能源 2023款 S 580 e,201.60万,梅赛德斯-迈巴赫,大型车,插电式混合动力,国VI,2023.04,375,750,9挡手自一体,4门4座三厢车,3.0T 367马力 L6,5470*1921*1510,5.2,250,1.91,(标配)三年不限公里,无,无,无,94,无,无,无,无,150,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70924,奔驰GLE轿跑 AMG,奔驰GLE轿跑 AMG 2025款 AMG GLE 53 4MATIC+ 轿跑SUV,117.08万,梅赛德斯-AMG,中大型SUV,汽油+48V轻混系统,国VI,2024.11,320,560,9挡手自一体,5门5座SUV跨界车,3.0T 435马力 L6,4944*2018*1716,5,250,10.34,(标配)三年不限公里,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
1016346,乌尼莫克U5023,乌尼莫克U5023 2023款 底盘车,288.00万,奔驰(进口),轻卡,柴油,国VI,2023.06,170,900,8挡自动,货车,5.1T 231马力 L4,5940*2480*3120,无,90,无,无,6545,14100,无,无,无,无,无,无,无,无,无,无,无,无,25,无,无,无,无,无,无,无,无,无,无,无,无,无,无
61039,奔驰EQS SUV,奔驰EQS SUV 2023款 450+,91.05万,梅赛德斯-EQ,大型SUV,纯电动,无,2023.02,265,568,无,5门5座SUV,无,5137*1965*1721,6.9,200,无,(标配)三年不限公里,2695,3265,无,无,0.62,16,80,无,360,无,1.83,742,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
61040,奔驰EQS SUV,奔驰EQS SUV 2023款 450 4MATIC 先锋版,91.05万,梅赛德斯-EQ,大型SUV,纯电动,无,2023.02,265,800,无,5门5座SUV,无,5137*1965*1721,6.2,200,无,(标配)三年不限公里,2905,3500,无,无,0.62,16,80,无,360,无,2.02,673,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
61041,奔驰EQS SUV,奔驰EQS SUV 2023款 450 4MATIC 豪华版,110.05万,梅赛德斯-EQ,大型SUV,纯电动,无,2023.02,265,800,无,5门7座SUV,无,5137*1965*1721,6.2,200,无,(标配)三年不限公里,2905,3500,无,无,0.62,16,80,无,360,无,2.02,670,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
1016347,乌尼莫克U4023,乌尼莫克U4023 2023款 底盘车,268.00万,奔驰(进口),轻卡,柴油,国VI,2023.06,170,900,8挡自动,货车,5.1T 231马力 L4,5865*2385*3040,无,155,无,无,5601,9800,无,无,无,无,无,无,无,无,无,无,无,无,25,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69663,奔驰EQE SUV AMG,奔驰EQE SUV AMG 2024款 EQE 53 4MATIC+,86.34万,梅赛德斯-AMG,中大型SUV,纯电动,无,2024.08,460,955,无,5门5座SUV,无,4880*2032*1672,3.7,220,无,(标配)三年不限公里,无,3195,无,无,0.58,无,10-80,无,626,无,无,490,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62689,奔驰EQE AMG,奔驰EQE AMG 2023款 AMG EQE 53 4MATIC+,86.20万,梅赛德斯-AMG,中大型车,纯电动,无,2023.04,460,无,无,4门5座三厢车,无,4969*1906*1493,3.8,240,无,无,无,3095,无,无,无,无,无,无,626,无,无,568,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
61343,奔驰EQS AMG,奔驰EQS AMG 2023款 AMG EQS 53 4MATIC+,156.60万,梅赛德斯-AMG,大型车,纯电动,无,2023.01,470,无,无,5门5座掀背车,无,5224*1926*1520,3.5,250,无,(标配)三年不限公里,2705,3225,无,无,0.62,无,80,无,639,无,2.26,601,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
60653,奔驰GLE轿跑新能源,奔驰GLE轿跑新能源 2023款 GLE 350 e 4MATIC 轿跑SUV,84.60万,奔驰(进口),中大型SUV,插电式混合动力,国VI,2022.11,245,700,9挡手自一体,5门5座SUV跨界车,2.0T 211马力 L4,4955*2018*1716,7.4,205,2.51,(标配)三年不限公里,2631,3190,无,无,0.33,3.5,80,无,136,无,2.42,无,8.9,无,无,88,无,无,无,无,无,无,无,无,无,无,无,无,无
66162,宝马5系,宝马5系 2025款 525Li 豪华套装,43.99万,华晨宝马,中大型车,汽油+48V轻混系统,国VI,2024.12,140,310,8挡手自一体,4门5座三厢车,2.0T 190马力 L4,5175*1900*1520,8.2,225,6.4,(标配)三年或10万公里,1790,2390,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71245,宝马5系,宝马5系 2025款 525Li M运动套装,43.99万,华晨宝马,中大型车,汽油+48V轻混系统,国VI,2024.12,140,310,8挡手自一体,4门5座三厢车,2.0T 190马力 L4,5175*1900*1520,8.2,225,6.3,(标配)三年或10万公里,1790,2390,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71240,宝马5系,宝马5系 2025款 530Li 领先型 豪华套装,48.59万,华晨宝马,中大型车,汽油+48V轻混系统,国VI,2024.12,190,400,8挡手自一体,4门5座三厢车,2.0T 258马力 L4,5175*1900*1520,6.5,250,6.7,(标配)三年或10万公里,1808,2410,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
65488,宝马5系,宝马5系 2025款 530Li 领先型 M运动套装,48.59万,华晨宝马,中大型车,汽油+48V轻混系统,国VI,2024.12,190,400,8挡手自一体,4门5座三厢车,2.0T 258马力 L4,5175*1900*1520,6.5,250,6.7,(标配)三年或10万公里,1808,2410,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
